Approved Symbol	Previous Symbols
SLC9A3P1	NHE3P, SLC9A3P
SLC9B1	NHEDC1
SLC9B1P1	NHEDC1P1
SLC9B1P2	NHEDC1P2
SLC9B2	NHEDC2
SLC10A2	ASBT, ISBT
SLC10A7	C4orf13
SLC11A1	LSH, NRAMP, NRAMP1
SLC11A2	NRAMP2
SLC12A6	KCC3, ACCPN
SLC14A1	JK
SLC16A2	DXS128, AHDS, MRX22
SLC16A9	C10orf36
SLC17A1	NPT1
SLC17A5	SIASD
SLC17A8	DFNA25
SLC17A9	C20orf59
SLC18A1	VMAT1, VAT1
SLC18A2	VMAT2
SLC18B1	C6orf192
SLC19A2	TRMA
SLC20A1	GLVR1
SLC20A2	MLVAR, GLVR2
SLC22A5	CDSP
SLC22A13	ORCTL3
SLC22A14	ORCTL4
SLC22A18	ORCTL2, BWSCR1A, IMPT1, SLC22A1L
SLC22A18AS	BWSCR1B, ORCTL2S, SLC22A1LS
SLC22A23	C6orf85
SLC23A1	SLC23A2
SLC23A2	SLC23A1
SLC23A4P	SLC23A4
SLC25A1	SLC20A3
SLC25A3	PHC
SLC25A4	PEO3, PEO2, ANT1
SLC25A5	ANT2
SLC25A5P1	ANTP3
SLC25A5P3	ANTP1
SLC25A5P5	ANTP5
SLC25A5P6	ANTP6
SLC25A5P7	ANTP7
SLC25A6	ANT3
SLC25A6P1	SLC25A5L
SLC25A10	DIC
SLC25A11	SLC20A4
SLC25A13	CTLN2
SLC25A15	ORNT1, HHH
SLC25A15P1	SLC25A15P
SLC25A19	MCPHA
SLC25A20	CACT
SLC25A20P1	CACTP, SLC25A20P
SLC25A29	C14orf69
SLC25A47	C14orf68
SLC26A2	DTD
SLC26A3	DRA, CLD
SLC26A4	DFNB4
SLC26A5	PRES
SLC27A2	FACVL1
SLC29A1	ENT1
SLC29A2	ENT2, HNP36
SLC30A1	ZNT1
SLC30A2	ZNT2
SLC30A3	ZNT3
SLC30A4	ZNT4
SLC30A9	C4orf1
SLC31A1	COPT1
SLC31A1P1	SLC31A1P
SLC31A2	COPT2
SLC32A1	VIAAT
SLC33A1	ACATN, SPG42
SLC34A1	NPT2, SLC17A2
SLC35A2	UGALT
SLC35B3	C6orf196
SLC35C2	C20orf5, OVCOV1
SLC35D3	FRCL1
SLC35F1	C6orf169
SLC35F4	C14orf36
SLC35G1	TMEM20
SLC35G2	TMEM22
SLC35G3	TMEM21A, AMAC1
SLC35G4	AMAC1L1
SLC35G5	AMAC, AMAC1L2
SLC35G6	TMEM21B, AMAC1L3
SLC37A4	G6PT1, G6PT2, G6PT3
SLC39A1	ZIRTL
SLC39A4	AEZ
SLC39A7	HKE4
SLC39A11	C17orf26
SLC40A1	SLC11A3
SLC43A1	POV1
SLC44A1	CDW92
SLC44A4	C6orf29
SLC45A1	DNB5
SLC45A2	MATP
SLC45A3	PCANAP6, PCANAP2, PCANAP8
SLC46A2	TSCOT
SLC50A1	RAG1AP1
SLC52A1	GPR172B
SLC52A2	GPR172A
SLC52A3	C20orf54
SLCO1A2	SLC21A3
SLCO1B1	SLC21A6
SLCO1B3	SLC21A8
SLCO1C1	SLC21A14
SLCO2A1	SLC21A2, MATR1
SLCO2B1	SLC21A9
SLCO3A1	SLC21A11
SLCO4A1	SLC21A12
SLCO5A1	SLC21A15
SLIRP	C14orf156
SLIT1	SLIL1
SLIT2	SLIL3
SLIT3	SLIL2
SLITRK1	LRRC12
SLITRK2	SLITL1
SLITRK5	LRRC11
SLMO1	C18orf43
SLMO2	C20orf45
SLX1A	GIYD1
SLX1B	GIYD2
SLX4	BTBD12
SMAD1	MADH1
SMAD2	MADH2
SMAD3	MADH3
SMAD4	MADH4
SMAD5	MADH5
SMAD5-AS1	SMAD5OS
SMAD6	MADH7, MADH6
SMAD7	MADH8, MADH7
SMAD9	MADH6, MADH9
SMAP2	SMAP1L
SMARCA1	SNF2L1, SNF2L
SMARCA2	SNF2L2
SMARCA4	SNF2L4
SMARCB1	SNF5L1
SMC1A	SMC1L1
SMC1B	SMC1L2
SMC2	SMC2L1
SMC3	CSPG6
SMC4	SMC4L1
SMC5	SMC5L1
SMC6	SMC6L1
SMCP	MCSP
SMEK1	KIAA2010
SMG6	C17orf31
SMG7	C1orf16
SMG8	C17orf71
SMG9	C19orf61
SMN1	SMA@, SMA
SMO	SMOH
SMOX	C20orf16
SMR3A	PROL5
SMR3B	PROL3
SMS	SRS
SMYD3	ZNFN3A1, ZMYND1
SMYD5	RAI15
SNAI1P1	SNAI1P, SNAI1L1
SNAI2	SLUG
SNAI3	ZNF293
SNAP25	SNAP
SNAP47	C1orf142
SNAPIN	SNAPAP
SNCA	PARK1, PARK4
SND1-IT1	C7orf54
SNHG3	RNU17D, RNU17C
SNHG5	C6orf160
SNHG10	C14orf62
SNHG11	C20orf198
SNHG12	C1orf79
SNHG14	UBE3A-AS1
SNHG15	C7orf40
SNORA62	RNE2, RNU108
SNORA63	RNE3, RNU107
SNORA64	RNU64
SNORA65	RNU65
SNORA66	RNU66
SNORA67	RNU67
SNORA68	RNU68
SNORA69	RNU69
SNORA70	RNU70
SNORA71A	RNU71A
SNORA71B	RNU71B
SNORA72	RNU72
SNORA73A	RNE1, RNU17A
SNORA73B	RNU17B
SNORA74A	RNU19
SNORD3B-1	RNU3A1
SNORD4A	RNU101A
SNORD4B	RNU101B
SNORD8	RNU6C
SNORD12	MIR1259, MIRN1259
SNORD12C	RNU106, SNORD106
SNORD13P1	RNU13P1
SNORD13P2	RNU13P2
SNORD13P3	RNU13P3
SNORD14A	RNU14
SNORD14B	RNU14B
SNORD15A	RNU15A
SNORD15B	RNU15B
SNORD20	RNU20
SNORD21	RNU21
SNORD22	RNU22
SNORD24	RNU24
SNORD25	RNU25
SNORD26	RNU26
SNORD27	RNU27
SNORD28	RNU28
SNORD29	RNU29
SNORD30	RNU30
SNORD31	RNU31
SNORD32A	RNU32
SNORD33	RNU33
SNORD34	RNU34
SNORD35A	RNU35
SNORD35B	RNU35B
SNORD36A	RNU36A
SNORD36B	RNU36B
SNORD36C	RNU36C
SNORD37	RNU37
SNORD38A	RNU38A
SNORD38B	RNU38B
SNORD41	RNU41
SNORD42A	RNU42A
SNORD42B	RNU42B
SNORD43	RNU43
SNORD44	RNU44
SNORD45A	RNU45A
SNORD45B	RNU45B
SNORD46	RNU46, RNU40
SNORD47	RNU47
SNORD48	RNU48
SNORD49A	RNU49
SNORD50A	RNU50
SNORD51	RNU51
SNORD52	RNU52
SNORD53	RNU53
SNORD54	RNU54
SNORD55	RNU55, RNU39, SNORD39
SNORD56	RNU56
SNORD56B	RNU56B
SNORD57	RNU57
SNORD58A	RNU58A
SNORD58B	RNU58B
SNORD59A	RNU59
SNORD60	RNU60
SNORD61	RNU61
SNORD62A	RNU62
SNORD63	RNU63
SNORD71	MIRN768
SNORD73A	RNU73
SNORD73B	RNU73B
SNORD79	RNU103
SNORD80	RNU100
SNORD81	RNU104
SNORD82	RNU82
SNORD83A	RNU83A
SNORD83B	RNU83B
SNORD102	RNU102
SNORD111B	MIR3647
SNORD116@	PWCR1
SNORD126	MIR1201, MIRN1201
SNRNP25	C16orf33
SNRNP40	WDR57
SNRNP48	C6orf151
SNRNP70	RNPU1Z, RPU1, SNRP70
SNRNP200	ASCC3L1, RP33
SNRPB	SNRPB1
SNRPD1	SNRPD
SNRPD2	SNRPD1
SNRPD2P1	SNRPD2P
SNRPEP2	SNRPEL1
SNRPGP1	SNRPGP
SNRPN	PWCR
SNTA1	SNT1
SNTB1	SNT2B1
SNTB2	SNT2B2, SNTL, D16S2531E
SNUPN	RNUT1
SNURFL	CXorf19
SNW1	SKIIP
SNX18	SNAG1
SNX19P1	SNX19P
SNX21	C20orf161
SNX29	RUNDC2A
SNX29P1	RUNDC2B
SNX29P2	RUNDC2C
SNX32	SNX6B
SNX33	SH3PX3
SOAT1	SOAT, STAT
SOCS4	SOCS7
SOCS6	SOCS4
SOD1	ALS, ALS1
SOGA1	C20orf117, KIAA0889
SOGA2	KIAA0802, CCDC165
SOGA3	C6orf174
SOHLH1	C9orf157
SON	C21orf50
SORBS1	SH3D5
SORL1	C11orf32
SOS1	GINGF
SOWAHA	ANKRD43
SOWAHB	ANKRD56
SOWAHC	C2orf26, ANKRD57
SOWAHD	ANKRD58
SOX2-OT	SOX2OT
SOX3	PHP
SOX9	CMD1, CMPD1
SOX12	SOX22
SOX15	SOX20
SP110	IFI41, IFI75
SPACA7	C13orf28
SPANXA1	SPANX
SPANXA2	SPANX
SPANXA2-OT1	CXorf18
SPARC	ON
SPAST	SPG4
SPATA2L	C16orf76
SPATA7	LCA3
SPATA25	C20orf165
SPC24	SPBC24
SPC25	SPBC25
SPDYA	SPDY1
SPDYE1	WBSCR19
SPEF1	C20orf28
SPEG	APEG1
SPEM1	C17orf83
SPG7	CMAR
SPG11	KIAA1840
SPG20OS	C13orf43
SPICE1	CCDC52
SPIN1	SPIN
SPIN2A	SPIN2
SPINT4	C20orf137
SPOCK1	TIC1, SPOCK
SPP1	BNSP, OPN
SPRR1B	SPRR1
SPRYD5	TRIM51
SPRYD7	C13orf1
SPSB3	C16orf31
SPTBN2	SCA5
SPTLC1	HSN1
SPTLC3	C20orf38, SPTLC2L
SPTSSA	C14orf147
SPTSSB	C3orf57
SQSTM1	PDB3, OSIL
SRC	SRC1
SRD5A1P1	SRD5AP1
SREK1	SFRS12
SREK1IP1	SFRS12IP1
SRGAP2	FNBP2
SRGAP3	SRGAP2
SRGN	PRG, PRG1
SRIP1	SRIL
SRM	SRML1
SRMS	C20orf148
SRP9P1	SRP9L1
SRP68P1	SRPSMCR
SRPK3	STK23
SRRM1P1	SRRM1L, SRRM1P
SRRM4	KIAA1853
SRSF1	SFRS1
SRSF2	SFRS2
SRSF3	SFRS3
SRSF4	SFRS4
SRSF5	SFRS5
SRSF6	SFRS6
SRSF7	SFRS7
SRSF8	SFRS2B
SRSF9	SFRS9
SRSF9P1	SFRS9P1
SRSF10	FUSIP2, FUSIP1, SFRS13A
SRSF10P1	FUSIP1P, SFRS13AP1
SRSF10P2	FUSIP1P2, SFRS13AP2
SRSF11	SFRS11
SRSF12	SFRS13B
SRXN1	C20orf139
SS18	SSXT
SSPN	KRAG
SSR4P1	C21orf122
SSX2	SSX
SSX6	SSXP2
ST3GAL1	SIAT4A
ST3GAL2	SIAT4B
ST3GAL3	SIAT6
ST3GAL4	CGS23, SIAT4, NANTA3, SIAT4C
ST3GAL5	SIAT9
ST3GAL6	SIAT10
ST6GAL1	SIAT1
ST6GAL2	SIAT2
ST6GALNAC1	SIAT7A
ST6GALNAC2	SIAT7, SIAT7B, SIATL1
ST6GALNAC3	SIAT7C
ST6GALNAC4	SIAT7D
ST6GALNAC5	SIAT7E
ST6GALNAC6	SIAT7F
ST7	FAM4A1
ST7-AS1	ST7OT1
ST7-AS2	ST7OT2
ST7-OT3	ST7OT3
ST7-OT4	ST7OT4
ST8SIA1	SIAT8, SIAT8A
ST8SIA2	SIAT8B
ST8SIA3	SIAT8C
ST8SIA4	SIAT8D
ST8SIA5	SIAT8E
ST8SIA6	SIAT8F
ST13P3	FAM10A3
ST13P4	FAM10A4
ST13P5	FAM10A5
ST13P6	FAM10A6
ST13P7	FAM10A7
ST14	PRSS14
ST18	ZNF387
STARD10	SDCCAG28
STAT5A	STAT5
STAU1	STAU
STC1	STC
STEAP1	STEAP
STEAP2	PCANAP1
STEAP4	TNFAIP9
STIL	SIL
STK16P1	STK16P
STK33P1	STK33P
STMN1	LAP18, C1orf215
STMN2	SCGN10
STOM	EPB7, EPB72
STOX1	C10orf24
STRADB	ALS2CR2
STRBP	ILF3L
STRC	DFNB16
STRCP1	STRCP
STRM	STRN2
STS	ARSC1
STSP1	STSP
STT3A	ITM1
STX1A	STX1
STX1B	STX1B1, STX1B2
STX2	STX2B, STX2C, STX2A, EPIM
STX3	STX3A
STX4	STX4A
STX5	STX5A
STYXL1	DUSP24
SUCLA2P1	SUCLA2P
SUCNR1	GPR91
SUGP1	SF4
SUGP2	SFRS14
SUGT1P1	SUGT1P
SUGT1P3	SUGT1L1
SULT1A1	STP, STP1
SULT1A2	STP2
SULT1A3	STM
SULT1C2	SULT1C1
SULT1C4	SULT1C2
SULT1E1	STE
SULT2A1	STD
SUMO1	UBL1
SUMO1P1	UBL2
SUMO2	SMT3H2
SUMO2P1	SMT3H2P, SUMO2P
SUMO3	SMT3H1
SUMO4	SMT3H4
SUN1	UNC84A
SUN2	UNC84B
SUN3	SUNC1
SUN5	SPAG4L
SUPT4H1	SUPT4H
SUV39H1	SUV39H
SVEP1	C9orf13
SWI5	C9orf119
SWSAP1	C19orf39
SWT1	C1orf26
SYCE1	C10orf94
SYCE3	C22orf41
SYCN	INSSA1
SYCP2L	C6orf177
SYF2	CBPIN
SYF2P1	CBPINP, SYF2P
SYNC	SYNC1
SYNDIG1	C20orf39, TMEM90B
SYNDIG1L	TMEM90A
SYNE1	C6orf98
SYNGR2P1	SYNGR2P
SYNM	DMN
SYNRG	AP1GBP1
SYPL1	SYPL
SYS1	C20orf169
SYT1	SYT, SVP65
SYT7	PCANAP7
SYT16	SYT14L
SZT2	C1orf84, KIAA0467
TAAR1	TRAR1
TAAR2	GPR58
TAAR3	GPR57
TAAR6	TRAR4
TAAR8	GPR102, TRAR5
TAAR9	TRAR3
TAB1	MAP3K7IP1
TAB2	MAP3K7IP2
TAB3	MAP3K7IP3
TAB3-AS1	CXorf29
TAC1	TAC2, NKNA
TAC3	NKNB
TACO1	CCDC44
TACR1	TAC1R
TACR2	TAC2R, NKNAR
TACSTD2	M1S1
TADA1	TADA1L
TADA2A	TADA2L
TADA3	TADA3L
TAF1	TAF2A, BA2R, CCG1, CCGS, DYT3
TAF1D	JOSD3
TAF2	TAF2B
TAF4	TAF4A, TAF2C1, TAF2C
TAF4B	TAF2C2
TAF5	TAF2D
TAF5LP1	TAF5LP
TAF6	TAF2E
TAF7	TAF2F
TAF7L	TAF2Q
TAF8	TBN
TAF9	TAF2G
TAF9B	TAF9L
TAF10	TAF2H, TAF2A
TAF11	TAF2I
TAF12	TAF2J
TAF13	TAF2K
TAF13P1	TAF13P
TAF15	TAF2N
TAL1	TCL5
TALDO1P1	TALDO, TALDOP1
TAMM41	C3orf31
TANK	TRAF2
TAP1	ABCB2
TAP2	ABCB3
TARDBPP1	TARDBPL
TARS2	TARSL1
TAS1R1	GPR70
TAS1R2	GPR71
TAS2R18	TAS2R65P
TAS2R19	TAS2R48, TAS2R23
TAS2R20	TAS2R49
TAS2R30	TAS2R47
TAS2R31	TAS2R44
TAS2R38	PTC
TAS2R40	GPR60
TAS2R45	GPR59
TASP1	C20orf13
TAZ	CMD3A, EFE2, EFE
TBC1D3B	TBC1D3I
TBC1D3P3	USP6P1
TBC1D3P4	USP6P2
TBC1D10A	TBC1D10
TBC1D20	C20orf140
TBC1D22A	C22orf4
TBC1D22B	C6orf197
TBC1D25	OATL1
TBCB	CKAP1
TBCE	KCS
TBCEL	LRRC35
TBL1X	TBL1
TBP	GTF2D1, SCA17
TBX3	UMS
TBX5	HOS
TBX10	TBX7
TBX15	TBX14
TBX22	CPX, CLPA
TBX23P	TBX23
TC2N	C14orf47, MTAC2D1
TCAM1P	TCAM1
TCAP	LGMD2G
TCEA1	TCEA, GTF2S
TCEA1P1	GTF2SP, TCEA1P
TCEANC2	C1orf83
TCEB1P24	TCEB1P25
TCERG1	TAF2S
TCF7L1	TCF3
TCF7L2	TCF4
TCHH	THH
TCHHL1	S100A17, THHL1
TCP1P1	TCP1L1
TCP1P2	TCP1L2
TCP1P3	TCP1L3
TCP11	D6S230E
TCTN2	C12orf38
TCTN3	C10orf61
TDGF1P2	TDGF2
TDGF1P3	TDGF3
TDGF1P4	TDGF4
TDGF1P5	TDGF5
TDGF1P6	TDGF6
TDGF1P7	TDGF7
TDP2	TTRAP
TDPX2	PAGB
TDRD9	C14orf75
TEAD1	TCF13, AA
TEAD3	TEAD5
TEAD4	TCF13L1
TECPR2	KIAA0329
TECR	SC2, GPSN2
TECTA	DFNA12, DFNA8, DFNB21
TEFM	C17orf42
TEK	VMCM
TEKT4P2	MAFIPL
TEN1	C17orf106
TERF1	TRBF1
TERF1P1	TERF1P
TERF2	TRBF2
TET1	CXXC6
TET1P1	CXXC6P1
TET2	KIAA1546
TEX26	C13orf26
TEX26-AS1	LINC00447
TEX28	CXorf2
TEX29	C13orf16
TEX30	C13orf27
TEX33	C22orf33
TEX34	C17orf46
TFAM	TCF6, TCF6L2
TFAMP1	TCF6L1
TFAMP2	TCF6L3
TFAP2A	TFAP2, AP2TF
TFAP2D	TFAP2BL1
TFF1	BCEI
TFF2	SML1
TFP1	TFP
TFPI	LACI
TGFB1	TGFB, DPD1
TGFBI	CSD3, LCD1, CSD1, CSD2
TGFBR2	MFS2
TGIF1	HPE4, TGIF
TGM1	ICR2
TGM6	TGM3L
TGS1	NCOA6IP
THAP1	DYT6
THEMIS	C6orf207, C6orf190, TSEPA
THOC2	CXorf3
THOC5	C22orf19
THOC6	WDR58
THPO	MGDF
THRA	THRA1, THRA2, ERBA1
THRAP3P1	THRAP3L
THRB	ERBA2, PRTH
THRSP	LPGP1
THSD1P1	THSD1P
THUMPD2	C2orf8
TIE1	TIE
TIGIT	VSIG9, VSTM3
TIMM8A	DFN1
TIMM8AP1	TIMM8AP
TIMM13	TIMM13B
TIMM21	C18orf55
TIMM22	TEX4
TIMMDC1	C3orf1
TIMP1	TIMP, CLGI
TIMP3	SFD
TINAGL1	LCN7
TJAP1	TJP4
TJP2	DFNA51
TKCR	TKC
TLK1P1	TLK1P
TLN1	TLN
TLX1	TCL3, HOX11
TLX2	HOX11L1
TLX3	HOX11L2
TM4SF1	M3S1
TMA16	C4orf43
TMBIM6	TEGT
TMC1	DFNA36, DFNB7, DFNB11
TMC2	C20orf145
TMC6	EVER1
TMC8	EVER2
TMCC1P1	TMCC1P
TMCO1	TMCC4
TMCO3	C13orf11
TMCO5A	TMCO5
TMED3	C15orf22
TMED8	FAM15B
TMED10P1	TMED10P
TMEFF1	C9orf2
TMEM8A	TMEM6, TMEM8
TMEM8B	C9orf127
TMEM9B	C11orf15
TMEM9B-AS1	C11orf18
TMEM11	C17orf35
TMEM14C	C6orf53
TMEM30A	C6orf67
TMEM38B	C9orf87
TMEM47	TM4SF10
TMEM50B	C21orf4
TMEM51	C1orf72
TMEM55B	C14orf9
TMEM59	C1orf8
TMEM59L	C19orf4
TMEM60	C7orf35
TMEM63A	KIAA0792
TMEM63B	C6orf110
TMEM63C	C14orf171
TMEM67	MKS3
TMEM69	C1orf154
TMEM72	C10orf127
TMEM74B	C20orf46
TMEM132A	HSPA5BP1
TMEM150A	TMEM150
TMEM150B	TMEM224
TMEM151A	TMEM151
TMEM151B	C6orf137, TMEM193
TMEM167A	TMEM167
TMEM167B	C1orf119
TMEM170A	TMEM170
TMEM179	C14orf90
TMEM180	C10orf77
TMEM181	KIAA1423, GPR178
TMEM183A	C1orf37
TMEM184B	C22orf5
TMEM184C	TMEM34
TMEM185A	CXorf13, FAM11A
TMEM185B	FAM11B
TMEM186	C16orf51
TMEM187	CXorf12
TMEM194A	TMEM194
TMEM199	C17orf32
TMEM200A	KIAA1913
TMEM204	C16orf30
TMEM206	C1orf75
TMEM216	CORS2, MKS2
TMEM217	C6orf128
TMEM222	C1orf160
TMEM229B	C14orf83
TMEM234	C1orf91
TMEM236	FAM23B, FAM23A
TMEM237	ALS2CR4
TMEM240	C1orf70
TMEM241	C18orf45
TMEM242	C6orf35
TMEM244	C6orf191
TMEM245	C9orf5
TMIE	DFNB6
TMIGD1	TMIGD
TMOD1	D9S57E, TMOD
TMPOP1	TMPOL1
TMPRSS3	DFNB10, DFNB8
TMPRSS11E	TMPRSS11E2
TMPRSS13	TMPRSS11
TMPRSS15	PRSS7
TMSB4X	TMSB4
TMSB4XP1	TMSL1
TMSB4XP2	TMSL2
TMSB4XP4	TMSL4
TMSB4XP5	TMSL5
TMSB4XP6	TMSB4L, TMSL6
TMSB4XP7	TMSL7
TMSB4XP8	TMSL3
TMSB15A	TMSL8
TMUB1	C7orf21
TMX1	TXNDC, TXNDC1
TMX2	TXNDC14
TMX3	TXNDC10
TMX4	TXNDC13
TNC	HXB
TNF	TNFA
TNFAIP1	EDP1
TNFRSF1A	TNFR1
TNFRSF1B	TNFR2
TNFRSF4	TXGP1L
TNFRSF8	CD30, D1S166E
TNFRSF9	ILA
TNFRSF11B	OPG
TNFRSF17	BCMA
TNFRSF25	TNFRSF12
TNFSF4	TXGP1
TNFSF8	CD30LG
TNFSF13B	TNFSF20
TNNC1	TNNC
TNNT2	CMH2
TNPO1	KPNB2
TNRC6A	TNRC6
TNS1	TNS, MXRA6
TNS3	TENS1
TNXA	TNX
TNXB	TNXB1, TNXB2
TOB1	TROB1
TOB2	TROB2
TOB2P1	TOB2P
TOMM5	C9orf105
TONSL	NFKBIL2
TOP2A	TOP2
TOP3A	TOP3
TOP3BP1	TOP3B2
TOPORS	RP31
TOR1A	DYT1
TOR3A	ADIR
TOX2	C20orf100
TOX3	TNRC9
TOX4	C14orf92, KIAA0737
TP53BP2P1	PPP1R13AP
TP53INP2	C20orf110
TP53RK	C20orf64
TP53TG1	TP53AP1
TP53TG5	C20orf10
TP63	TP73L, TP53L, TP53CP
TP73-AS1	KIAA0495
TPGS1	C19orf20
TPGS2	C18orf10
TPH1	TPRH, TPH
TPM1	C15orf13, CMH3
TPM2	AMCD1
TPM3	NEM1
TPM3P1	TPM3L2
TPM3P2	TPM5P
TPP1	CLN2
TPPP2	C14orf8
TPRA1	GPR175
TPRG1	FAM79B
TPRG1L	FAM79A
TPRN	C9orf75, DFNB79
TPSAB1	TPSB1, TPS1, TPS2
TPT1P1	TPT1P
TPX2	C20orf2, C20orf1
TRA2B	SFRS10
TRA@	TCRA
TRAF3IP2	C6orf4, C6orf5, C6orf6, C6orf2
TRAF3IP2-AS1	TRAF3IP2-AS2, C6orf3, NCRNA00248
TRAF7	RFWD1
TRAK2	ALS2CR3
TRAPPC2	SEDL
TRAPPC2P1	SEDLP
TRAPPC2P2	SEDLP2
TRAPPC2P3	SEDLP3
TRAPPC2P4	SEDLP4
TRAPPC2P5	SEDLP5
TRAPPC2P6	SEDLP6
TRAPPC2P7	SEDLP7
TRAPPC8	KIAA1012
TRAPPC10	TMEM1
TRAPPC11	C4orf41
TRAPPC12	TTC15
TRAT1	TCRIM
TRAV6	TCRAV5S1
TRB@	TCRB
TRBV20OR9-2	TCRBV2O
TRBV21OR9-2	TCRBV10O
TRBV22-1	TRBV22
TRBV24OR9-2	TCRBV15O
TRBV25OR9-2	TCRBV11O
TRBV29OR9-2	TCRBV4O
TRD@	TCRD
TRDMT1	DNMT2
TREML2	C6orf76
TREML2P1	TREML2P
TRERF1	BCAR2
TREX1	AGS1
TRG@	TCRG
TRGC1	TCRGC1
TRGC2	TCRGC2
TRGJ1	TCRGJ1
TRGJ2	TCRGJ2
TRGJP	TCRGJP
TRGJP1	TCRGJP1
TRGJP2	TCRGJP2
TRGV1	TCRGV1
TRGV2	TCRGV2
TRGV3	TCRGV3
TRGV4	TCRGV4
TRGV5	TCRGV5
TRGV5P	TCRGV5P
TRGV6	TCRGV6
TRGV7	TCRGV7
TRGV8	TCRGV8
TRGV9	TCRGV9
TRGV10	TCRGV10
TRGV11	TCRGV11
TRGVA	TCRGVA
TRGVB	TCRGVB
TRIB3	C20orf97
TRIM3	RNF22
TRIM8	RNF27
TRIM10	RNF9
TRIM13	RFP2
TRIM15	ZNF178
TRIM17	RNF16
TRIM21	SSA1
TRIM23	ARFD1
TRIM24	TIF1
TRIM25	ZNF147
TRIM26	ZNF173
TRIM26P1	TRIM26P
TRIM27	RFP
TRIM32	LGMD2H
TRIM34	RNF21
TRIM37	MUL
TRIM38	RNF15
TRIM39	RNF23
TRIM49	RNF18
TRIM49L1	TRIM49L
TRIM50	TRIM50A
TRIM53P	TRIM53
TRIM54	RNF30
TRIM55	RNF29
TRIM59	TRIM57
TRIM60	RNF129, RNF33
TRIM60P1Y	TRIM60PY1
TRIM60P2Y	TRIM60PY2
TRIM60P3Y	TRIM60PY3
TRIM60P4Y	TRIM60PY4
TRIM60P5Y	TRIM60PY5
TRIM60P6Y	TRIM60PY6
TRIM60P7Y	TRIM60PY7
TRIM60P8Y	TRIM60PY8
TRIM60P9Y	TRIM60PY9
TRIM60P10Y	TRIM60PY10
TRIM60P11Y	TRIM60PY11
TRIM60P12Y	TRIM60PY12
TRIM61	RNF35
TRIM63	RNF28
TRIM64	C11orf28
TRIM66	C11orf29
TRIM68	RNF137
TRIM69	RNF36
TRIM73	TRIM50B
TRIM74	TRIM50C
TRIM77P	TRIM77
TRIM78P	TRIMP1
TRIM80P	TRIM53L, TRIM53B
TRIOBP	DFNB28
TRIP10	STOT
TRMT1L	C1orf25
TRMT2B	CXorf34
TRMT5	KIAA1393
TRMT11	C6orf75
TRMT61A	C14orf172
TRMU	TRMT
TRNAA1	TRAN
TRNAC1	TRC
TRNAD1	TRD
TRNAE1	TRE
TRNAG2	TRG2
TRNAG3	TRG3
TRNAG4	TRG4
TRNAG5	TRGL1, TRG5
TRNAG36	TRNAV35P
TRNAI1	TRI
TRNAK1	TRK1
TRNAK2	TRK2
TRNAL1	TRNP1, TRL1
TRNAL2	TRL2
TRNAL47P	TRLP1
TRNAL48	TRNAV13, TRNAQ49P
TRNAM1	TRM1, TRNAMI2, TRM2, TRMI2
TRNAM2	TRM1, TRMI1, TRNAMI1
TRNAN1	RNN, TRN, TRN1
TRNAN2	TRN2
TRNAN3	TRN3
TRNAN35	TRNAN35P
TRNAP1	TRNP1, TRP1
TRNAP2	TRNP1, TRP2
TRNAP3	TRP3
TRNAQ1	TRQ1
TRNAQ2	TRQ2
TRNAR1	TRR1
TRNAR2	TRR2
TRNAR3	TRR3
TRNAR4	TRR4
TRNAS1	TRS1
TRNAS2	TRS2
TRNAS3	TRS3
TRNAS4	TRS4
TRNAT1	TRT1
TRNAT2	TRT2
TRNAT3	TRT3
TRNAU1	TRSP
TRNAU1AP	TRSPAP1
TRNAU2	TRSPP1
TRNAV1	TRV, TRV1
TRNAV2	TRV2
TRNAV3	TRV3
TRNAV6	TRV6
TRNAV7	TRV7
TRNAV8	TRV8
TRNAV9	TRV9
TRNAW1	TRW
TRNP1	C1orf225
TROVE2	SSA2
TRPA1	ANKTM1
TRPC4AP	C20orf188
TRPM1	MLSN1
TRPM2	TRPC7
TRPM6	HOMG, HSH
TRPV1	VR1
TRPV5	ECAC1
TRPV6	ECAC2
TSC1	TSC
TSC2	TSC4
TSC22D1	TGFB1I4
TSC22D3	DSIPI
TSEN15	C1orf19
TSEN34	LENG5
TSG101	TSG10
TSHZ1	SDCCAG33
TSHZ2	C20orf17, ZNF218
TSHZ3	ZNF537
TSKU	LRRC54
TSPAN3	TM4SF8
TSPAN4	TM4SF7
TSPAN5	TM4SF9
TSPAN6	TM4SF6
TSPAN7	MXS1, TM4SF2, MRX58
TSPAN8	TM4SF3
TSPAN12	TM4SF12
TSPAN13	TM4SF13
TSPAN14	TM4SF14
TSPAN15	TM4SF15
TSPAN16	TM4SF16
TSPAN17	FBXO23, TM4SF17
TSPAN31	SAS
TSPAN32	TSSC6, PHEMX
TSPEAR	C21orf29
TSPO	BZRP
TSPO2	BZRPL1
TSPY1	TSPY
TSPY5P	TSPYP5
TSPY6P	TSPYP6
TSPY7P	TSPYP7
TSPY11P	TSPYP1
TSPY12P	TSPYP2
TSPY13P	TSPYP3
TSPY14P	TSPYP4
TSPY26P	TSPYL3
TSPYL1	TSPYL
TSSK1A	STK22A, TSSK7P
TSSK1B	STK22D, TSSK1
TSSK2	STK22B
TSSK3	STK22C
TSSK4	C14orf20, STK22E
