gene	disease
UMPS	Hereditary orotic aciduria
UNC119	Cone rod dystrophy
UNC13D	Familial hemophagocytic lymphohistiocytosis
UNC93B1	Herpetic encephalitis
UNG	Hyper-IgM syndrome type 5
UPB1	Beta-ureidopropionase deficiency
UPF3B	Marfanoid habitus - intellectual deficit, X-linked
UPF3B	X-linked nonsyndromic intellectual deficit
UPK3A	Bilateral renal agenesis
UQCRB	Isolated CoQ-cytochrome C reductase deficiency
UQCRQ	Isolated CoQ-cytochrome C reductase deficiency
UROC1	Urocanic aciduria
UROD	Porphyria cutanea tarda
UROS	Congenital erythropoietic porphyria
USH1C	Autosomal recessive nonsyndromic sensorineural deafness type DFNB
USH1C	Usher syndrome type 1
USH1G	Usher syndrome type 1
USH2A	Retinitis pigmentosa
USH2A	Usher syndrome type 2
USP9Y	Partial chromosome Y deletion
VANGL1	Caudal regression sequence
VANGL1	Familial caudal dysgenesis
VAPB	Adult-onset proximal spinal muscular atrophy, autosomal dominant
VAPB	Amyotrophic lateral sclerosis
VCAN	Wagner disease
VCL	Familial isolated dilated cardiomyopathy
VCP	Amyotrophic lateral sclerosis
VCP	Inclusion body myopathy with Paget disease of bone and frontotemporal dementia
VDR	Hypocalcemic rickets
VDR	Vitamin D resistant rickets
VHL	Chuvash erythrocytosis
VHL	Von Hippel-Lindau disease
VIM	Pulverulent cataract
VKORC1	Hereditary combined deficiency of vitamin K-dependent clotting factors
VLDLR	Dysequilibrium syndrome
VMA21	X-linked myopathy with excessive autophagy
VPS13A	Choreoacanthocytosis
VPS13B	Cohen syndrome
VPS13B	Cutis verticis gyrata - retinitis pigmentosa - sensorineural deafness
VPS33B	Arthrogryposis - renal dysfunction - cholestasis
VPS35	Young adult-onset Parkinsonism
VRK1	Pontocerebellar hypoplasia type 1
VSX2	Colobomatous microphthalmia
VSX2	Isolated anophthalmia - microphthalmia
VSX2	Microphthalmia - cataract
VWF	Von Willebrand disease type 1
VWF	Von Willebrand disease type 2A
VWF	Von Willebrand disease type 2B
VWF	Von Willebrand disease type 2M
VWF	Von Willebrand disease type 2N
VWF	Von Willebrand disease type 3
WAS	Wiskott-Aldrich syndrome
WAS	X-linked severe congenital neutropenia
WAS	X-linked thrombocytopenia with normal platelets
WBSCR16	Williams syndrome
WBSCR22	Williams syndrome
WBSCR27	Williams syndrome
WDPCP	Bardet-Biedl syndrome
WDPCP	Meckel syndrome
WDR11	Kallmann syndrome
WDR11	Normosmic congenital hypogonadotropic hypogonadism
WDR35	Sensenbrenner syndrome
WDR35	Short rib-polydactyly syndrome, Verma-Naumoff type
WDR36	Hereditary glaucoma
WDR62	Autosomal recessive primary microcephaly
WDR62	Pachygyria - intellectual deficit - epilepsy
WDR72	Hypomaturation amelogenesis imperfecta
WFS1	Autosomal dominant nonsyndromic sensorineural deafness type DFNA
WFS1	Wolfram syndrome
WHSC1	Wolf-Hirschhorn syndrome
WHSC2	Wolf-Hirschhorn syndrome
WISP3	Progressive pseudorheumatoid arthropathy of childhood
WNK1	Hereditary sensory and autonomic neuropathy type 2
WNK1	Pseudohypoaldosteronism type 2C
WNK4	Pseudohypoaldosteronism type 2
WNT10A	Odonto-onycho-dermal dysplasia
WNT10A	Schopf-Schulz-Passarge syndrome
WNT10B	Split hand - split foot
WNT3	Autosomal recessive amelia
WNT3	Tetraamelia - multiple malformations
WNT4	Atypical Mayer-Rokitansky-Küster-Hauser syndrome
WNT4	SERKAL syndrome
WNT5A	Autosomal dominant Robinow syndrome
WNT7A	Fuhrmann syndrome
WNT7A	Phocomelia, Schinzel type
WRN	Werner syndrome
WT1	46,XY partial gonadal dysgenesis
WT1	Denys-Drash syndrome
WT1	Desmoplastic small round cell tumor
WT1	Familial idiopathic steroid-resistant nephrotic syndrome with diffuse mesangial sclerosis
WT1	Familial idiopathic steroid-resistant nephrotic syndrome with focal segmental hyalinosis
WT1	Frasier syndrome
WT1	Meacham syndrome
WT1	Nephroblastoma
WT1	Sporadic idiopathic steroid-resistant nephrotic syndrome with diffuse mesangial sclerosis
WT1	WAGR syndrome
WWOX	Esophageal carcinoma
XDH	Xanthinuria type I
XIAP	X-linked lymphoproliferative disease
XK	McLeod neuroacanthocytosis syndrome
XPA	Xeroderma pigmentosum complementation group A
XPC	Xeroderma pigmentosum complementation group C
XPNPEP2	Renin-angiotensin-aldosterone system-blocker-induced angioedema
XPNPEP3	Autosomal recessive medullary cystic kidney disease
YARS	Autosomal dominant intermediate Charcot-Marie-Tooth disease type C
YARS2	Mitochondrial myopathy and sideroblastic anemia
YWHAE	17p13.3 microduplication syndrome
ZAP70	Combined immunodeficiency due to ZAP70 deficiency
ZBTB24	ICF syndrome
ZDHHC9	Intellectual deficit, X-linked, Raymond type
ZEB1	Fuchs endothelial corneal dystrophy
ZEB2	Mowat-Wilson syndrome
ZEB2	Mowat-Wilson syndrome due to monosomy 2q22
ZFP57	Transient neonatal diabetes mellitus
ZFP90	3-methylglutaconic aciduria type 3
ZFPM2	Congenital diaphragmatic hernia
ZFPM2	Tetralogy of Fallot
ZFYVE26	Autosomal recessive spastic paraplegia type 15
ZIC1	Isolated Dandy-Walker malformation
ZIC2	Holoprosencephaly
ZIC2	Midline interhemispheric variant of holoprosencephaly
ZIC3	Situs ambiguus
ZIC4	Isolated Dandy-Walker malformation
ZMPSTE24	Lethal restrictive dermopathy
ZMPSTE24	Mandibuloacral dysplasia with type B lipodystrophy
ZNF41	X-linked nonsyndromic intellectual deficit
ZNF469	Brittle cornea syndrome
ZNF513	Retinitis pigmentosa
ZNF592	CAMOS syndrome
ZNF674	X-linked nonsyndromic intellectual deficit
ZNF750	Seborrhea-like dermatitis with psoriasiform elements
ZNF81	X-linked nonsyndromic intellectual deficit
