Approved Symbol	Gene family description
PPP6R2	"Protein phosphatase 6, regulatory (inhibitor) subunits"
PPP6R3	"Protein phosphatase 6, regulatory (inhibitor) subunits"
PPWD1	"WD repeat domain containing"
PRDM2	"Chromatin-modifying enzymes / K-methyltransferases"
PRDM9	"Zinc fingers, C2H2-type"
PRDM15	"Zinc fingers, C2H2-type"
PREB	"ADP-ribosylation factor guanine nucleotide-exchange factor family"
PRELP	"Proteoglycans / Extracellular Matrix : Small leucine-rich repeats"
PREX1	"Rho guanine nucleotide exchange factors"
PREX2	"Rho guanine nucleotide exchange factors"
PRICKLE2-AS1	"ncRNAs / Long non-coding RNAs"
PRICKLE2-AS2	"ncRNAs / Long non-coding RNAs"
PRICKLE2-AS3	"ncRNAs / Long non-coding RNAs"
PRINS	"ncRNAs / Long non-coding RNAs"
PRKAR2A-AS1	"ncRNAs / Long non-coding RNAs"
PRKRIP1	"Zinc fingers, C2H2-type"
PRKX-AS1	"ncRNAs / Long non-coding RNAs"
PRLHR	"G protein-coupled receptors"
PRMT1	"Protein arginine methyltransferases"
PRMT2	"Protein arginine methyltransferases"
PRMT3	"Protein arginine methyltransferases"
PRMT5	"Protein arginine methyltransferases"
PRMT5-AS1	"ncRNAs / Long non-coding RNAs"
PRMT6	"Protein arginine methyltransferases"
PRMT7	"Protein arginine methyltransferases"
PRMT8	"Protein arginine methyltransferases"
PRMT10	"Protein arginine methyltransferases"
PRNP	"CD molecules"
PROCR	"CD molecules"
PROKR1	"G protein-coupled receptors"
PROKR2	"G protein-coupled receptors"
PROM1	"CD molecules"
PROP1	"Homeoboxes / PRD class"
PROX1	"Homeoboxes / PROS class"
PROX1-AS1	"ncRNAs / Long non-coding RNAs"
PROX1-IT1	"ncRNAs / Long non-coding RNAs"
PROX2	"Homeoboxes / PROS class"
PRRT1	"Proline-rich transmembrane proteins"
PRRT2	"Proline-rich transmembrane proteins"
PRRT3	"Proline-rich transmembrane proteins"
PRRT3-AS1	"ncRNAs / Long non-coding RNAs"
PRRT4	"Proline-rich transmembrane proteins"
PRRX1	"Homeoboxes / PRD class"
PRRX2	"Homeoboxes / PRD class"
PRSS1	"Serine peptidases / Serine peptidases"
PRSS2	"Serine peptidases / Serine peptidases"
PRSS3	"Serine peptidases / Serine peptidases"
PRSS8	"Serine peptidases / Serine peptidases"
PRSS12	"Serine peptidases / Serine peptidases"
PRSS16	"Serine peptidases / Serine peptidases"
PRSS21	"Serine peptidases / Serine peptidases"
PRSS22	"Serine peptidases / Serine peptidases"
PRSS23	"Serine peptidases / Serine peptidases"
PRSS27	"Serine peptidases / Serine peptidases"
PRSS29P	"Serine peptidases / Serine peptidases"
PRSS30P	"Serine peptidases / Serine peptidases"
PRSS33	"Serine peptidases / Serine peptidases"
PRSS35	"Serine peptidases / Serine peptidases"
PRSS36	"Serine peptidases / Serine peptidases"
PRSS37	"Serine peptidases / Serine peptidases"
PRSS38	"Serine peptidases / Serine peptidases"
PRSS41	"Serine peptidases / Serine peptidases"
PRSS42	"Serine peptidases / Serine peptidases"
PRSS43	"Serine peptidases / Serine peptidases"
PRSS44	"Serine peptidases / Serine peptidases"
PRSS45	"Serine peptidases / Serine peptidases"
PRSS46	"Serine peptidases / Serine peptidases"
PRSS47	"Serine peptidases / Serine peptidases"
PRSS48	"Serine peptidases / Serine peptidases"
PRSS50	"Serine peptidases / Serine peptidases"
PRSS53	"Serine peptidases / Serine peptidases"
PRSS54	"Serine peptidases / Serine peptidases"
PRSS55	"Serine peptidases / Serine peptidases"
PRSS56	"Serine peptidases / Serine peptidases"
PRSS57	"Serine peptidases / Serine peptidases"
PRSS58	"Serine peptidases / Serine peptidases"
PSD	"ADP-ribosylation factor guanine nucleotide-exchange factor family"
PSD2	"ADP-ribosylation factor guanine nucleotide-exchange factor family"
PSD3	"ADP-ribosylation factor guanine nucleotide-exchange factor family"
PSD4	"ADP-ribosylation factor guanine nucleotide-exchange factor family"
PSG1	"CD molecules"
PSMA1	"Proteasome (prosome, macropain) subunits"
PSMA2	"Proteasome (prosome, macropain) subunits"
PSMA3	"Proteasome (prosome, macropain) subunits"
PSMA3P	"Proteasome (prosome, macropain) subunits"
PSMA4	"Proteasome (prosome, macropain) subunits"
PSMA5	"Proteasome (prosome, macropain) subunits"
PSMA6	"Proteasome (prosome, macropain) subunits"
PSMA7	"Proteasome (prosome, macropain) subunits"
PSMA7P	"Proteasome (prosome, macropain) subunits"
PSMA8	"Proteasome (prosome, macropain) subunits"
PSMB1	"Proteasome (prosome, macropain) subunits"
PSMB2	"Proteasome (prosome, macropain) subunits"
PSMB3	"Proteasome (prosome, macropain) subunits"
PSMB3P	"Proteasome (prosome, macropain) subunits"
PSMB4	"Proteasome (prosome, macropain) subunits"
PSMB5	"Proteasome (prosome, macropain) subunits"
PSMB6	"Proteasome (prosome, macropain) subunits"
PSMB7	"Proteasome (prosome, macropain) subunits"
PSMB8	"Proteasome (prosome, macropain) subunits"
PSMB9	"Proteasome (prosome, macropain) subunits"
PSMB10	"Proteasome (prosome, macropain) subunits"
PSMC1	"Proteasome (prosome, macropain) subunits", "ATPases / AAA-type"
PSMC1P1	"Proteasome (prosome, macropain) subunits"
PSMC2	"Proteasome (prosome, macropain) subunits", "ATPases / AAA-type"
PSMC3	"Proteasome (prosome, macropain) subunits", "ATPases / AAA-type"
PSMC3IP	"Proteasome (prosome, macropain) subunits"
PSMC3P	"Proteasome (prosome, macropain) subunits"
PSMC4	"Proteasome (prosome, macropain) subunits", "ATPases / AAA-type"
PSMC5	"Proteasome (prosome, macropain) subunits", "ATPases / AAA-type"
PSMC6	"Proteasome (prosome, macropain) subunits", "ATPases / AAA-type"
PSMC6P1	"Proteasome (prosome, macropain) subunits"
PSMC6P2	"Proteasome (prosome, macropain) subunits"
PSMD1	"Proteasome (prosome, macropain) subunits"
PSMD2	"Proteasome (prosome, macropain) subunits"
PSMD3	"Proteasome (prosome, macropain) subunits"
PSMD4	"Proteasome (prosome, macropain) subunits"
PSMD4P1	"Proteasome (prosome, macropain) subunits"
PSMD5	"Proteasome (prosome, macropain) subunits"
PSMD6	"Proteasome (prosome, macropain) subunits"
PSMD7	"Proteasome (prosome, macropain) subunits"
PSMD8	"Proteasome (prosome, macropain) subunits"
PSMD9	"Proteasome (prosome, macropain) subunits"
PSMD10	"Proteasome (prosome, macropain) subunits"
PSMD10P1	"Proteasome (prosome, macropain) subunits"
PSMD10P2	"Proteasome (prosome, macropain) subunits"
PSMD10P3	"Proteasome (prosome, macropain) subunits"
PSMD11	"Proteasome (prosome, macropain) subunits"
PSMD12	"Proteasome (prosome, macropain) subunits"
PSMD12P	"Proteasome (prosome, macropain) subunits"
PSMD13	"Proteasome (prosome, macropain) subunits"
PSMD14	"Proteasome (prosome, macropain) subunits"
PSME1	"Proteasome (prosome, macropain) subunits"
PSME2	"Proteasome (prosome, macropain) subunits"
PSME2P1	"Proteasome (prosome, macropain) subunits"
PSME2P2	"Proteasome (prosome, macropain) subunits"
PSME2P3	"Proteasome (prosome, macropain) subunits"
PSME2P4	"Proteasome (prosome, macropain) subunits"
PSME2P5	"Proteasome (prosome, macropain) subunits"
PSME2P6	"Proteasome (prosome, macropain) subunits"
PSME3	"Proteasome (prosome, macropain) subunits"
PSME4	"Proteasome (prosome, macropain) subunits"
PSMF1	"Proteasome (prosome, macropain) subunits"
PSORS1C3	"ncRNAs / Long non-coding RNAs"
PSPC1-AS1	"ncRNAs / Long non-coding RNAs"
PSPC1-OT1	"ncRNAs / Long non-coding RNAs"
PTAR1	"Prenyltransferase alpha subunit repeat containing"
PTCSC	"ncRNAs / Long non-coding RNAs"
PTEN	"Protein tyrosine phosphatases / Class I Cys-based PTPs : PTENs"
PTF1A	"Basic helix-loop-helix proteins"
PTGDR2	"G protein-coupled receptors", "CD molecules"
PTGDS	"Lipocalins"
PTGFRN	"CD molecules"
PTGIS	"Cytochrome P450s"
PTK2	"Protein phosphatase 1, regulatory (inhibitor) subunits"
PTP4A1	"Protein tyrosine phosphatases / Class I Cys-based PTPs : PRLs"
PTP4A2	"Protein tyrosine phosphatases / Class I Cys-based PTPs : PRLs"
PTP4A3	"Protein tyrosine phosphatases / Class I Cys-based PTPs : PRLs"
PTPDC1	"Protein tyrosine phosphatases / Class I Cys-based PTPs : CDC14s"
PTPMT1	"Protein tyrosine phosphatases / Class I Cys-based PTPs : Atypical dual specificity phosphatases"
PTPN1	"Protein tyrosine phosphatases / Class I Cys-based PTPs : Non-receptor"
PTPN2	"Protein tyrosine phosphatases / Class I Cys-based PTPs : Non-receptor"
PTPN3	"Protein tyrosine phosphatases / Class I Cys-based PTPs : Non-receptor"
PTPN4	"Protein tyrosine phosphatases / Class I Cys-based PTPs : Non-receptor"
PTPN5	"Protein tyrosine phosphatases / Class I Cys-based PTPs : Non-receptor"
PTPN6	"Protein tyrosine phosphatases / Class I Cys-based PTPs : Non-receptor"
PTPN7	"Protein tyrosine phosphatases / Class I Cys-based PTPs : Non-receptor"
PTPN9	"Protein tyrosine phosphatases / Class I Cys-based PTPs : Non-receptor"
PTPN11	"Protein tyrosine phosphatases / Class I Cys-based PTPs : Non-receptor"
PTPN12	"Protein tyrosine phosphatases / Class I Cys-based PTPs : Non-receptor"
PTPN13	"Protein tyrosine phosphatases / Class I Cys-based PTPs : Non-receptor"
PTPN14	"Protein tyrosine phosphatases / Class I Cys-based PTPs : Non-receptor"
PTPN18	"Protein tyrosine phosphatases / Class I Cys-based PTPs : Non-receptor"
PTPN20A	"Protein tyrosine phosphatases / Class I Cys-based PTPs : Non-receptor"
PTPN20B	"Protein tyrosine phosphatases / Class I Cys-based PTPs : Non-receptor"
PTPN20C	"Protein tyrosine phosphatases / Class I Cys-based PTPs : Non-receptor"
PTPN21	"Protein tyrosine phosphatases / Class I Cys-based PTPs : Non-receptor"
PTPN22	"Protein tyrosine phosphatases / Class I Cys-based PTPs : Non-receptor"
PTPN23	"Protein tyrosine phosphatases / Class I Cys-based PTPs : Non-receptor"
PTPRA	"Protein tyrosine phosphatases / Class I Cys-based PTPs : Transmembrane receptor-like"
PTPRB	"Protein tyrosine phosphatases / Class I Cys-based PTPs : Transmembrane receptor-like"
PTPRC	"CD molecules", "Protein tyrosine phosphatases / Class I Cys-based PTPs : Transmembrane receptor-like"
PTPRD	"Protein tyrosine phosphatases / Class I Cys-based PTPs : Transmembrane receptor-like"
PTPRE	"Protein tyrosine phosphatases / Class I Cys-based PTPs : Transmembrane receptor-like"
PTPRF	"Protein tyrosine phosphatases / Class I Cys-based PTPs : Transmembrane receptor-like"
PTPRG	"Protein tyrosine phosphatases / Class I Cys-based PTPs : Transmembrane receptor-like"
PTPRH	"Protein tyrosine phosphatases / Class I Cys-based PTPs : Transmembrane receptor-like"
PTPRJ	"CD molecules", "Protein tyrosine phosphatases / Class I Cys-based PTPs : Transmembrane receptor-like"
PTPRK	"Protein tyrosine phosphatases / Class I Cys-based PTPs : Transmembrane receptor-like"
PTPRM	"Protein tyrosine phosphatases / Class I Cys-based PTPs : Transmembrane receptor-like"
PTPRN	"Protein tyrosine phosphatases / Class I Cys-based PTPs : Transmembrane receptor-like"
PTPRN2	"Protein tyrosine phosphatases / Class I Cys-based PTPs : Transmembrane receptor-like"
PTPRO	"Protein tyrosine phosphatases / Class I Cys-based PTPs : Transmembrane receptor-like"
PTPRQ	"Protein tyrosine phosphatases / Class I Cys-based PTPs : Transmembrane receptor-like"
PTPRR	"Protein tyrosine phosphatases / Class I Cys-based PTPs : Transmembrane receptor-like"
PTPRS	"Protein tyrosine phosphatases / Class I Cys-based PTPs : Transmembrane receptor-like"
PTPRT	"Protein tyrosine phosphatases / Class I Cys-based PTPs : Transmembrane receptor-like"
PTPRU	"Protein tyrosine phosphatases / Class I Cys-based PTPs : Transmembrane receptor-like"
PTPRVP	"Protein tyrosine phosphatases / Class I Cys-based PTPs : Transmembrane receptor-like"
PTPRZ1	"Protein tyrosine phosphatases / Class I Cys-based PTPs : Transmembrane receptor-like"
PVR	"CD molecules"
PVRL1	"CD molecules"
PVRL2	"CD molecules"
PVRL3	"CD molecules"
PVRL3-AS1	"ncRNAs / Long non-coding RNAs"
PVT1	"ncRNAs / Long non-coding RNAs"
PWCR1~withdrawn	"ncRNAs / Long non-coding RNAs"
PWRN1	"ncRNAs / Long non-coding RNAs"
PWRN2	"ncRNAs / Long non-coding RNAs"
QARS	"Aminoacyl tRNA synthetases / Class I"
QDPR	"Short chain dehydrogenase/reductase superfamily / Atypical members"
QRFPR	"G protein-coupled receptors"
RAB1A	"RAB, member RAS oncogene"
RAB1B	"RAB, member RAS oncogene"
RAB1C	"RAB, member RAS oncogene"
RAB2A	"RAB, member RAS oncogene"
RAB2B	"RAB, member RAS oncogene"
RAB3A	"RAB, member RAS oncogene"
RAB3B	"RAB, member RAS oncogene"
RAB3C	"RAB, member RAS oncogene"
RAB3D	"RAB, member RAS oncogene"
RAB4A	"RAB, member RAS oncogene"
RAB4B	"RAB, member RAS oncogene"
RAB5A	"RAB, member RAS oncogene"
RAB5B	"RAB, member RAS oncogene"
RAB5C	"RAB, member RAS oncogene"
RAB6A	"RAB, member RAS oncogene"
RAB6B	"RAB, member RAS oncogene"
RAB6C	"RAB, member RAS oncogene"
RAB7A	"RAB, member RAS oncogene"
RAB7B	"RAB, member RAS oncogene"
RAB8A	"RAB, member RAS oncogene"
RAB8B	"RAB, member RAS oncogene"
RAB9A	"RAB, member RAS oncogene"
RAB9B	"RAB, member RAS oncogene"
RAB9BP1	"RAB, member RAS oncogene"
RAB10	"RAB, member RAS oncogene"
RAB11A	"RAB, member RAS oncogene"
RAB11B	"RAB, member RAS oncogene"
RAB12	"RAB, member RAS oncogene"
RAB13	"RAB, member RAS oncogene"
RAB14	"RAB, member RAS oncogene"
RAB15	"RAB, member RAS oncogene"
RAB17	"RAB, member RAS oncogene"
RAB18	"RAB, member RAS oncogene"
RAB20	"RAB, member RAS oncogene"
RAB21	"RAB, member RAS oncogene"
RAB22A	"RAB, member RAS oncogene"
RAB23	"RAB, member RAS oncogene"
RAB24	"RAB, member RAS oncogene"
RAB25	"RAB, member RAS oncogene"
RAB26	"RAB, member RAS oncogene"
RAB27A	"RAB, member RAS oncogene"
RAB27B	"RAB, member RAS oncogene"
RAB28	"RAB, member RAS oncogene"
RAB30	"RAB, member RAS oncogene"
RAB31	"RAB, member RAS oncogene"
RAB32	"RAB, member RAS oncogene", "A-kinase anchor proteins"
RAB33A	"RAB, member RAS oncogene"
RAB33B	"RAB, member RAS oncogene"
RAB34	"RAB, member RAS oncogene"
RAB35	"RAB, member RAS oncogene"
RAB36	"RAB, member RAS oncogene"
RAB37	"RAB, member RAS oncogene"
RAB38	"RAB, member RAS oncogene"
RAB39A	"RAB, member RAS oncogene"
RAB39B	"RAB, member RAS oncogene"
RAB40A	"RAB, member RAS oncogene"
RAB40B	"RAB, member RAS oncogene"
RAB40C	"RAB, member RAS oncogene"
RAB41	"RAB, member RAS oncogene"
RAB42	"RAB, member RAS oncogene"
RAB42P1	"RAB, member RAS oncogene"
RAB43	"RAB, member RAS oncogene"
RAB43P1	"RAB, member RAS oncogene"
RAB44	"RAB, member RAS oncogene"
RABGAP1L-IT1	"ncRNAs / Long non-coding RNAs"
RABGGTA	"Prenyltransferase alpha subunit repeat containing"
RAC1	"Ras homolog gene family"
RAC1P1	"Ras homolog gene family"
RAC1P2	"Ras homolog gene family"
RAC1P3	"Ras homolog gene family"
RAC1P5	"Ras homolog gene family"
RAC2	"Ras homolog gene family"
RAC3	"Ras homolog gene family"
RAD18	"RING-type zinc fingers"
RAD21-AS1	"ncRNAs / Long non-coding RNAs"
RAG1	"RING-type zinc fingers"
RAI1-AS1	"ncRNAs / Long non-coding RNAs"
RAMP1	"Receptor (G protein-coupled) activity modifying proteins"
RAMP2	"Receptor (G protein-coupled) activity modifying proteins"
RAMP3	"Receptor (G protein-coupled) activity modifying proteins"
RAPSN	"RING-type zinc fingers"
RARS	"Aminoacyl tRNA synthetases / Class I"
RARS2	"Aminoacyl tRNA synthetases / Class I"
RASA2-IT1	"ncRNAs / Long non-coding RNAs"
RASA3-IT1	"ncRNAs / Long non-coding RNAs"
RASGRF1	"Rho guanine nucleotide exchange factors"
RASGRF2	"Rho guanine nucleotide exchange factors"
RAX	"Homeoboxes / PRD class"
RAX2	"Homeoboxes / PRD class"
RBCK1	"RING-type zinc fingers", "Zinc fingers, RAN-binding domain containing"
RBM4	"Zinc fingers, CCHC domain containing"
RBM4B	"Zinc fingers, CCHC domain containing"
RBM10	"Zinc fingers, RAN-binding domain containing"
RBM22	"-"
RBM26	"-"
RBM26-AS1	"ncRNAs / Long non-coding RNAs"
RBM27	"-"
RBMS3-AS1	"ncRNAs / Long non-coding RNAs"
RBMS3-AS2	"ncRNAs / Long non-coding RNAs"
RBMS3-AS3	"ncRNAs / Long non-coding RNAs"
RBP4	"Lipocalins"
RBX1	"RING-type zinc fingers"
RC3H1	"RING-type zinc fingers"
RC3H1-IT1	"ncRNAs / Long non-coding RNAs"
RC3H2	"RING-type zinc fingers"
RCHY1	"RING-type zinc fingers"
RDH5	"Short chain dehydrogenase/reductase superfamily / Classical SDR fold cluster 2"
RDH8	"Short chain dehydrogenase/reductase superfamily / Classical SDR fold cluster 2"
RDH10	"Short chain dehydrogenase/reductase superfamily / Classical SDR fold cluster 3"
RDH11	"Short chain dehydrogenase/reductase superfamily / Classical SDR fold cluster 2"
RDH12	"Short chain dehydrogenase/reductase superfamily / Classical SDR fold cluster 2"
RDH13	"Short chain dehydrogenase/reductase superfamily / Classical SDR fold cluster 2"
RDH14	"Short chain dehydrogenase/reductase superfamily / Classical SDR fold cluster 2"
RDH16	"Short chain dehydrogenase/reductase superfamily / Classical SDR fold cluster 2"
REEP1	"Receptor accessory proteins"
REEP2	"Receptor accessory proteins"
REEP3	"Receptor accessory proteins"
REEP4	"Receptor accessory proteins"
REEP5	"Receptor accessory proteins"
REEP6	"Receptor accessory proteins"
REPIN1	"Zinc fingers, C2H2-type"
RERG-AS1	"ncRNAs / Long non-coding RNAs"
RERG-IT1	"ncRNAs / Long non-coding RNAs"
RET	"Cadherins / Cadherin-relatated"
REV3L-IT1	"ncRNAs / Long non-coding RNAs"
RFC1	"ATPases / AAA-type"
RFC2	"ATPases / AAA-type"
RFC3	"ATPases / AAA-type"
RFC4	"ATPases / AAA-type"
RFC5	"ATPases / AAA-type"
RFFL	"RING-type zinc fingers"
RFPL1	"RING-type zinc fingers"
RFPL1-AS1	"ncRNAs / Long non-coding RNAs"
RFPL2	"RING-type zinc fingers"
RFPL3-AS1	"ncRNAs / Long non-coding RNAs"
RFPL4A	"RING-type zinc fingers"
RFPL4B	"RING-type zinc fingers"
RFWD2	"WD repeat domain containing", "RING-type zinc fingers"
RFWD3	"WD repeat domain containing", "RING-type zinc fingers"
RGR	"G protein-coupled receptors", "Opsins"
RGS1	"Regulators of G-protein signaling"
RGS2	"Regulators of G-protein signaling"
RGS3	"Regulators of G-protein signaling"
RGS4	"Regulators of G-protein signaling"
RGS5	"Regulators of G-protein signaling"
RGS6	"Regulators of G-protein signaling"
RGS7	"Regulators of G-protein signaling"
RGS8	"Regulators of G-protein signaling"
RGS9	"Regulators of G-protein signaling"
RGS10	"Regulators of G-protein signaling"
RGS11	"Regulators of G-protein signaling"
RGS12	"Regulators of G-protein signaling"
RGS13	"Regulators of G-protein signaling"
RGS14	"Regulators of G-protein signaling"
RGS16	"Regulators of G-protein signaling"
RGS17	"Regulators of G-protein signaling"
RGS18	"Regulators of G-protein signaling"
RGS19	"Regulators of G-protein signaling"
RGS20	"Regulators of G-protein signaling"
RGS21	"Regulators of G-protein signaling"
RGS22	"Regulators of G-protein signaling"
RHAG	"CD molecules", "Blood group antigens", "Solute carriers"
RHBG	"Solute carriers"
RHCE	"CD molecules", "Blood group antigens"
RHCG	"Solute carriers"
RHD	"CD molecules", "Blood group antigens"
RHO	"Opsins"
RHOA	"Ras homolog gene family"
RHOA-IT1	"ncRNAs / Long non-coding RNAs"
RHOB	"Ras homolog gene family"
RHOBTB1	"Ras homolog gene family"
RHOBTB2	"Ras homolog gene family"
RHOC	"Ras homolog gene family"
RHOD	"Ras homolog gene family"
RHOF	"Ras homolog gene family"
RHOG	"Ras homolog gene family"
RHOH	"Ras homolog gene family"
RHOJ	"Ras homolog gene family"
RHOQ	"Ras homolog gene family"
RHOQP1	"Ras homolog gene family"
RHOU	"Ras homolog gene family"
RHOV	"Ras homolog gene family"
RHOXF1	"Homeoboxes / PRD class"
RHOXF2	"Homeoboxes / PRD class"
RHOXF2B	"Homeoboxes / PRD class"
RING1	"RING-type zinc fingers"
RLF	"Zinc fingers, C2H2-type"
RLFP1	"Zinc fingers, C2H2-type"
RLIM	"RING-type zinc fingers"
RMRP	"ncRNAs / Small misc ncRNAs"
RMST	"ncRNAs / Long non-coding RNAs"
RN7SK	"ncRNAs / Small nuclear and cytoplasmic RNAs: Nuclear"
RN7SKL~withdrawn	"ncRNAs / Small nuclear and cytoplasmic RNAs: Nuclear"
RN7SKP1	"ncRNAs / RNA pseudogenes"
RN7SKP2	"ncRNAs / RNA pseudogenes"
RN7SKP3	"ncRNAs / RNA pseudogenes"
RN7SKP4	"ncRNAs / RNA pseudogenes"
RN7SKP5	"ncRNAs / RNA pseudogenes"
RN7SKP6	"ncRNAs / RNA pseudogenes"
RN7SKP7	"ncRNAs / RNA pseudogenes"
RN7SKP8	"ncRNAs / RNA pseudogenes"
RN7SKP9	"ncRNAs / RNA pseudogenes"
RN7SKP10	"ncRNAs / RNA pseudogenes"
RN7SL1	"ncRNAs / Small nuclear and cytoplasmic RNAs : Cytoplasmic"
RN7SL2	"ncRNAs / Small nuclear and cytoplasmic RNAs : Cytoplasmic"
RN7SL3	"ncRNAs / Small nuclear and cytoplasmic RNAs : Cytoplasmic"
RN7SL4P	"ncRNAs / RNA pseudogenes", "ncRNAs / Small nuclear and cytoplasmic RNAs : Cytoplasmic"
RN7SL5P	"ncRNAs / RNA pseudogenes", "ncRNAs / Small nuclear and cytoplasmic RNAs : Cytoplasmic"
RN7SL6P	"ncRNAs / RNA pseudogenes", "ncRNAs / Small nuclear and cytoplasmic RNAs : Cytoplasmic"
RN7SL7P	"ncRNAs / RNA pseudogenes", "ncRNAs / Small nuclear and cytoplasmic RNAs : Cytoplasmic"
RN7SL8P	"ncRNAs / RNA pseudogenes", "ncRNAs / Small nuclear and cytoplasmic RNAs : Cytoplasmic"
RN18S2P	"ncRNAs / RNA pseudogenes"
RNASE1	"Ribonucleases, RNase A"
RNASE2	"Ribonucleases, RNase A"
RNASE3	"Ribonucleases, RNase A"
RNASE4	"Ribonucleases, RNase A"
RNASE6	"Ribonucleases, RNase A"
RNASE7	"Ribonucleases, RNase A"
RNASE8	"Ribonucleases, RNase A"
RNASE9	"Ribonucleases, RNase A"
RNASE10	"Ribonucleases, RNase A"
RNASE11	"Ribonucleases, RNase A"
RNASE12	"Ribonucleases, RNase A"
RNASE13	"Ribonucleases, RNase A"
RNASEH2B-AS1	"ncRNAs / Long non-coding RNAs"
RND1	"Ras homolog gene family"
RND2	"Ras homolog gene family"
RND3	"Ras homolog gene family"
RNF2	"RING-type zinc fingers"
RNF4	"RING-type zinc fingers"
RNF5	"RING-type zinc fingers"
RNF5P1	"RING-type zinc fingers"
RNF6	"RING-type zinc fingers"
RNF7	"RING-type zinc fingers"
RNF8	"RING-type zinc fingers"
RNF10	"RING-type zinc fingers"
RNF11	"RING-type zinc fingers"
RNF11P2	"RING-type zinc fingers"
RNF13	"RING-type zinc fingers"
RNF14	"RING-type zinc fingers"
RNF17	"RING-type zinc fingers"
RNF19A	"RING-type zinc fingers"
RNF19B	"RING-type zinc fingers"
RNF20	"RING-type zinc fingers"
RNF24	"RING-type zinc fingers"
RNF25	"RING-type zinc fingers"
RNF26	"RING-type zinc fingers"
RNF31	"RING-type zinc fingers"
RNF32	"RING-type zinc fingers"
RNF34	"RING-type zinc fingers"
RNF35~withdrawn	"RING-type zinc fingers"
