gene	disease
NAGLU	MUCOPOLYSACCHARIDOSIS TYPE IIIB 
NAGS	N-ACETYLGLUTAMATE SYNTHASE DEFICIENCY 
NAIP	SPINAL MUSCULAR ATROPHY, TYPE I 
NAIP	SPINAL MUSCULAR ATROPHY, TYPE II 
NAIP	SPINAL MUSCULAR ATROPHY, TYPE III 
NAT2	ACETYLATION, SLOW 
NAT8L	N-ACETYLASPARTATE DEFICIENCY 
NBEAL2	GRAY PLATELET SYNDROME 
NBN	APLASTIC ANEMIA 
NBN	BREAST CANCER 
NBN	NIJMEGEN BREAKAGE SYNDROME 
NCF1	GRANULOMATOUS DISEASE, CHRONIC, AUTOSOMAL RECESSIVE, CYTOCHROME b-POSITIVE, 
NCF2	GRANULOMATOUS DISEASE, CHRONIC, AUTOSOMAL RECESSIVE, CYTOCHROME b-POSITIVE, 
NCF4	GRANULOMATOUS DISEASE, CHRONIC, AUTOSOMAL RECESSIVE, CYTOCHROME b-POSITIVE, 
NCOA4	THYROID CARCINOMA, PAPILLARY 
NCR3	MALARIA, MILD, SUSCEPTIBILITY TO 
NCSTN	ACNE INVERSA, FAMILIAL, 1 
NDE1	LISSENCEPHALY 4 
NDN	PRADER-WILLI SYNDROME 
NDP	EXUDATIVE VITREORETINOPATHY 1 
NDP	EXUDATIVE VITREORETINOPATHY 2, X-LINKED 
NDP	NORRIE DISEASE 
NDRG1	CHARCOT-MARIE-TOOTH DISEASE, TYPE 4D 
NDUFA1	MITOCHONDRIAL COMPLEX I DEFICIENCY 
NDUFA10	LEIGH SYNDROME 
NDUFA11	MITOCHONDRIAL COMPLEX I DEFICIENCY 
NDUFA13	THYROID CARCINOMA, HURTHLE CELL 
NDUFA2	LEIGH SYNDROME 
NDUFA2	MITOCHONDRIAL COMPLEX I DEFICIENCY 
NDUFAF1	MITOCHONDRIAL COMPLEX I DEFICIENCY 
NDUFAF2	LEIGH SYNDROME 
NDUFAF2	MITOCHONDRIAL COMPLEX I DEFICIENCY 
NDUFAF3	MITOCHONDRIAL COMPLEX I DEFICIENCY 
NDUFAF4	MITOCHONDRIAL COMPLEX I DEFICIENCY 
NDUFS1	LEIGH SYNDROME 
NDUFS1	MITOCHONDRIAL COMPLEX I DEFICIENCY 
NDUFS2	MITOCHONDRIAL COMPLEX I DEFICIENCY 
NDUFS3	LEIGH SYNDROME 
NDUFS3	MITOCHONDRIAL COMPLEX I DEFICIENCY 
NDUFS4	LEIGH SYNDROME 
NDUFS4	MITOCHONDRIAL COMPLEX I DEFICIENCY 
NDUFS6	MITOCHONDRIAL COMPLEX I DEFICIENCY 
NDUFS7	LEIGH SYNDROME 
NDUFS7	MITOCHONDRIAL COMPLEX I DEFICIENCY 
NDUFS8	LEIGH SYNDROME 
NDUFS8	MITOCHONDRIAL COMPLEX I DEFICIENCY 
NDUFV1	ALEXANDER DISEASE 
NDUFV1	LEIGH SYNDROME 
NDUFV1	MITOCHONDRIAL COMPLEX I DEFICIENCY 
NDUFV2	MITOCHONDRIAL COMPLEX I DEFICIENCY 
NDUFV2	PARKINSON DISEASE, LATE-ONSET 
NEB	NEMALINE MYOPATHY 2 
NEFH	AMYOTROPHIC LATERAL SCLEROSIS 1 
NEFL	CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2E 
NEFL	CHARCOT-MARIE-TOOTH DISEASE, DEMYELINATING, TYPE 1F 
NEK1	SHORT RIB-POLYDACTYLY SYNDROME, TYPE II 
NEK8	NEPHRONOPHTHISIS 9 
NELF	HYPOGONADOTROPIC HYPOGONADISM 
NEU1	NEURAMINIDASE DEFICIENCY 
NEUROD1	DIABETES MELLITUS, NONINSULIN-DEPENDENT 
NEUROD1	MATURITY-ONSET DIABETES OF THE YOUNG 
NEUROD1	MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 6 
NEUROG3	DIARRHEA 4, MALABSORPTIVE, CONGENITAL 
NEXN	CARDIOMYOPATHY, DILATED, 1CC 
NEXN	CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 20 
NF1	CHROMOSOME 17q11.2 DELETION SYNDROME, 1.4-MB 
NF1	COLORECTAL CANCER 
NF1	JUVENILE MYELOMONOCYTIC LEUKEMIA 
NF1	NEUROFIBROMATOSIS, FAMILIAL SPINAL 
NF1	NEUROFIBROMATOSIS, TYPE I 
NF1	NEUROFIBROMATOSIS-NOONAN SYNDROME 
NF1	WATSON SYNDROME 
NF2	MENINGIOMA, FAMILIAL 
NF2	MESOTHELIOMA, MALIGNANT 
NF2	NEUROFIBROMATOSIS, TYPE II 
NF2	SCHWANNOMATOSIS 
NFKBIA	ECTODERMAL DYSPLASIA, ANHIDROTIC, WITH T-CELL IMMUNODEFICIENCY, AUTOSOMAL 
NFKBIL1	RHEUMATOID ARTHRITIS 
NFU1	MULTIPLE MITOCHONDRIAL DYSFUNCTIONS SYNDROME 1 
NGF	NEUROPATHY, HEREDITARY SENSORY AND AUTONOMIC, TYPE V 
NHEJ1	SEVERE COMBINED IMMUNODEFICIENCY WITH MICROCEPHALY, GROWTH RETARDATION, 
NHLRC1	MYOCLONIC EPILEPSY OF LAFORA 
NHP2	DYSKERATOSIS CONGENITA, AUTOSOMAL RECESSIVE, 1 
NHP2	DYSKERATOSIS CONGENITA, AUTOSOMAL RECESSIVE, 2 
NHS	CATARACT, CONGENITAL, X-LINKED 
NHS	NANCE-HORAN SYNDROME 
NIPA1	SPASTIC PARAPLEGIA 6, AUTOSOMAL DOMINANT 
NIPAL4	ICHTHYOSIFORM ERYTHRODERMA, CONGENITAL, NONBULLOUS, 1 
NIPAL4	ICHTHYOSIS, CONGENITAL, AUTOSOMAL RECESSIVE, NIPAL4-RELATED 
NIPBL	CORNELIA DE LANGE SYNDROME 1 
NKX2-1	CHOREA, BENIGN HEREDITARY 
NKX2-1	CHOREOATHETOSIS, HYPOTHYROIDISM, AND NEONATAL RESPIRATORY DISTRESS 
NKX2-5	ATRIAL SEPTAL DEFECT 7 WITH OR WITHOUT ATRIOVENTRICULAR CONDUCTION 
NKX2-5	CONOTRUNCAL HEART MALFORMATIONS 
NKX2-5	HYPOPLASTIC LEFT HEART SYNDROME 2 
NKX2-5	HYPOTHYROIDISM, CONGENITAL, NONGOITROUS, 5 
NKX2-5	TETRALOGY OF FALLOT 
NKX2-5	VENTRICULAR SEPTAL DEFECT 3 
NKX2-6	CONOTRUNCAL HEART MALFORMATIONS 
NKX3-2	SPONDYLO-MEGAEPIPHYSEAL-METAPHYSEAL DYSPLASIA 
NLGN3	ASPERGER SYNDROME, X-LINKED, SUSCEPTIBILITY TO, 1 
NLGN3	AUTISM, SUSCEPTIBILITY TO, X-LINKED 1 
NLGN4X	ASPERGER SYNDROME, X-LINKED, SUSCEPTIBILITY TO, 2 
NLGN4X	AUTISM, SUSCEPTIBILITY TO, X-LINKED 2 
NLRP1	VITILIGO-ASSOCIATED MULTIPLE AUTOIMMUNE DISEASE SUSCEPTIBILITY 1 
NLRP1	VITILIGO-ASSOCIATEDMULTIPLEAUTOIMMUNEDISEASESUSCEPTIBILITY6
NLRP12	FAMILIAL COLD AUTOINFLAMMATORY SYNDROME 2 
NLRP2	HYDATIDIFORM MOLE, RECURRENT, 1 
NLRP3	CINCA SYNDROME 
NLRP3	FAMILIAL COLD AUTOINFLAMMATORY SYNDROME 1 
NLRP3	MUCKLE-WELLS SYNDROME 
NLRP7	HYDATIDIFORM MOLE, RECURRENT, 1 
NME1	NEUROBLASTOMA, SUSCEPTIBILITY TO 
NOBOX	PREMATURE OVARIAN FAILURE 5 
NOD2	BLAU SYNDROME 
NOD2	INFLAMMATORY BOWEL DISEASE 1 
NOD2	PSORIATIC ARTHRITIS, SUSCEPTIBILITY TO 
NOD2	SARCOIDOSIS, EARLY-ONSET 
NOD2	SARCOIDOSIS, SUSCEPTIBILITY TO, 1 
NODAL	HETEROTAXY, VISCERAL, 5, AUTOSOMAL 
NOG	BRACHYDACTYLY, TYPE B2 
NOG	MULTIPLE SYNOSTOSES SYNDROME 1 
NOG	STAPES ANKYLOSIS WITH BROAD THUMB AND TOES 
NOG	SYMPHALANGISM, PROXIMAL 
NOG	TARSAL-CARPAL COALITION SYNDROME 
NOP10	DYSKERATOSIS CONGENITA, AUTOSOMAL RECESSIVE, 1 
NOP56	SPINOCEREBELLAR ATAXIA 36 
NOS1	PYLORICSTENOSIS,INFANTILEHYPERTROPHIC1
NOS1AP	QTINTERVAL,VARIATIONIN
NOS2	HYPERTENSION, ESSENTIAL 
NOS2	MALARIA, SUSCEPTIBILITY TO 
NOS2	PLASMODIUMFALCIPARUMBLOODINFECTIONLEVEL
NOS3	ALZHEIMER DISEASE 
NOS3	HYPERTENSION, ESSENTIAL 
NOS3	PREECLAMPSIA/ECLAMPSIA1
NOS3	STROKE, ISCHEMIC 
NOTCH1	AORTIC VALVE DISEASE 
NOTCH2	ALAGILLE SYNDROME 2 
NOTCH2	HAJDU-CHENEY SYNDROME 
NOTCH3	CEREBRAL ARTERIOPATHY, AUTOSOMAL DOMINANT, WITH SUBCORTICAL INFARCTS 
NPAS2	MAJOR DEPRESSIVE DISORDER 
NPC1	NIEMANN-PICK DISEASE, TYPE C1 
NPC2	NIEMANN-PICK DISEASE, TYPE C2 
NPHP1	JOUBERT SYNDROME 4 
NPHP1	NEPHRONOPHTHISIS 1 
NPHP1	SENIOR-LOKEN SYNDROME 1 
NPHP3	MECKEL SYNDROME, TYPE 7 
NPHP3	NEPHRONOPHTHISIS 3 
NPHP3	RENAL-HEPATIC-PANCREATIC DYSPLASIA 
NPHP4	NEPHRONOPHTHISIS 4 
NPHP4	SENIOR-LOKEN SYNDROME 4 
NPHS1	NEPHROTIC SYNDROME, TYPE 1 
NPHS1	NEPHROTIC SYNDROME, TYPE 2 
NPHS2	NEPHROTIC SYNDROME, TYPE 2 
NPM1	ACUTE PROMYELOCYTIC LEUKEMIA 
NPM1	LEUKEMIA, ACUTE MYELOID 
NPPA	ATRIAL FIBRILLATION, FAMILIAL, 6 
NPR2	ACROMESOMELIC DYSPLASIA, MAROTEAUX TYPE 
NPSR1	ASTHMA-RELATED TRAITS, SUSCEPTIBILITY TO, 2 
NQO2	BREAST CANCER 
NR0B1	46,XY SEX REVERSAL 2 
NR0B1	ADRENAL HYPOPLASIA, CONGENITAL 
NR0B2	OBESITY 
NR2E3	ENHANCED S-CONE SYNDROME 
NR2E3	RETINITIS PIGMENTOSA 37 
NR3C2	HYPERTENSION, EARLY-ONSET, AUTOSOMAL DOMINANT, WITH SEVERE EXACERBATION 
NR3C2	PSEUDOHYPOALDOSTERONISM, TYPE I, AUTOSOMAL DOMINANT 
NR4A2	PARKINSON DISEASE, LATE-ONSET 
NR4A3	CHONDROSARCOMA, EXTRASKELETAL MYXOID 
NR4A3	EWING SARCOMA 
NR5A1	46,XY SEX REVERSAL 3 
NR5A1	PREMATURE OVARIAN FAILURE 7 
NR5A1	SPERMATOGENIC FAILURE 8 
NRAS	COLORECTAL CANCER 
NRAS	JUVENILE MYELOMONOCYTIC LEUKEMIA 
NRAS	NOONAN SYNDROME 6 
NRAS	THYROIDCARCINOMA,FOLLICULAR
NRG1	SCHIZOPHRENIA6
NRL	RETINITIS PIGMENTOSA 27 
NRTN	HIRSCHSPRUNG DISEASE, SUSCEPTIBILITY TO, 1 
NRXN1	AUTISM
NRXN1	PITT-HOPKINS-LIKE SYNDROME 2 
NRXN1	SCHIZOPHRENIA 17 
NSD1	BECKWITH-WIEDEMANN SYNDROME 
NSD1	LEUKEMIA, ACUTE MYELOID 
NSD1	SOTOS SYNDROME 
NSD1	WEAVER SYNDROME 1 
NSDHL	CK SYNDROME 
NSDHL	CONGENITAL HEMIDYSPLASIA WITH ICHTHYOSIFORM ERYTHRODERMA AND LIMB 
NT5C3	URIDINE 5-PRIME MONOPHOSPHATE HYDROLASE DEFICIENCY, HEMOLYTIC ANEMIA 
NT5E	CALCIFICATION OF JOINTS AND ARTERIES 
NTF4	GLAUCOMA 1, OPEN ANGLE, O 
NTRK1	INSENSITIVITY TO PAIN, CONGENITAL, WITH ANHIDROSIS 
NTRK1	NEUROPATHY, HEREDITARY SENSORY AND AUTONOMIC, TYPE V 
NTRK1	THYROID CARCINOMA, FAMILIAL MEDULLARY 
NTRK1	THYROID CARCINOMA, PAPILLARY 
NTRK2	OBESITY, HYPERPHAGIA, AND DEVELOPMENTAL DELAY 
NUBPL	MITOCHONDRIAL COMPLEX I DEFICIENCY 
NUP214	LEUKEMIA, ACUTE MYELOID 
NUP62	STRIATONIGRAL DEGENERATION, INFANTILE 
NYX	NIGHT BLINDNESS, CONGENITAL STATIONARY, TYPE 1A 
OAS1	DIABETESMELLITUS,INSULIN-DEPENDENT
OAT	GYRATE ATROPHY OF CHOROID AND RETINA 
OBSL1	THREE M SYNDROME 2 
OCA2	ALBINISM, OCULOCUTANEOUS, TYPE II 
OCA2	SKIN/HAIR/EYE PIGMENTATION, VARIATION IN, 1 
OCLN	BAND-LIKE CALCIFICATION WITH SIMPLIFIED GYRATION AND POLYMICROGYRIA 
OCRL	DENT DISEASE 1 
OCRL	DENT DISEASE 2 
OCRL	LOWE OCULOCEREBRORENAL SYNDROME 
ODC1	COLORECTAL CANCER 
OFD1	JOUBERT SYNDROME 10 
OFD1	OROFACIODIGITAL SYNDROME I 
OFD1	SIMPSON-GOLABI-BEHMEL SYNDROME, TYPE 2 
OGDH	ALPHA-KETOGLUTARATEDEHYDROGENASEDEFICIENCY
OGG1	RENAL CELL CARCINOMA, NONPAPILLARY 
OLR1	MYOCARDIAL INFARCTION, SUSCEPTIBILITY TO 
OPA1	GLAUCOMA, NORMAL TENSION, SUSCEPTIBILITY TO 
OPA1	OPTIC ATROPHY 1 
OPA1	OPTIC ATROPHY WITH OR WITHOUT DEAFNESS, OPHTHALMOPLEGIA, MYOPATHY, 
OPA3	3-@METHYLGLUTACONIC ACIDURIA, TYPE III 
OPA3	OPTIC ATROPHY 3, AUTOSOMAL DOMINANT 
OPCML	BREAST-OVARIAN CANCER, FAMILIAL, SUSCEPTIBILITY TO, 1 
OPCML	OVARIAN CANCER 
OPHN1	MENTAL RETARDATION, X-LINKED, WITH CEREBELLAR HYPOPLASIA AND DISTINCTIVE 
OPN1LW	BLUE CONE MONOCHROMACY 
OPN1LW	COLORBLINDNESS, PARTIAL, PROTAN SERIES 
OPN1MW	BLUE CONE MONOCHROMACY 
OPN1MW	COLORBLINDNESS, PARTIAL, DEUTAN SERIES 
OPN1MW2	BLUE CONE MONOCHROMACY 
OPN1MW2	COLORBLINDNESS, PARTIAL, DEUTAN SERIES 
OPN1SW	TRITANOPIA 
OPRM1	EPILEPSY,IDIOPATHICGENERALIZED
OPTN	AMYOTROPHIC LATERAL SCLEROSIS 12 
OPTN	GLAUCOMA, NORMAL TENSION, SUSCEPTIBILITY TO 
OPTN	GLAUCOMA, PRIMARY OPEN ANGLE 
ORAI1	IMMUNE DYSFUNCTION WITH T-CELL INACTIVATION DUE TO CALCIUM ENTRY DEFECT 
ORC1	MEIER-GORLIN SYNDROME 1 
ORC4	MEIER-GORLIN SYNDROME 2 
ORC6	MEIER-GORLIN SYNDROME 3 
ORMDL3	ASTHMA, SUSCEPTIBILITY TO 
OSMR	AMYLOIDOSIS, PRIMARY LOCALIZED CUTANEOUS, 1 
OSTM1	OSTEOPETROSIS, AUTOSOMAL RECESSIVE 1 
OSTM1	OSTEOPETROSIS, AUTOSOMAL RECESSIVE 5 
OTC	ORNITHINE TRANSCARBAMYLASE DEFICIENCY, HYPERAMMONEMIA DUE TO 
OTOA	DEAFNESS, AUTOSOMAL RECESSIVE 22 
OTOF	DEAFNESS, AUTOSOMAL RECESSIVE 9 
OTX2	MICROPHTHALMIA, SYNDROMIC 5 
OTX2	PITUITARY HORMONE DEFICIENCY, COMBINED, 6 
OTX2	SEPTOOPTIC DYSPLASIA 
OXCT1	SUCCINYL-CoA:3-OXOACID CoA TRANSFERASE DEFICIENCY 
P2RX7	LEUKEMIA, CHRONIC LYMPHOCYTIC 
P2RY12	BLEEDING DISORDER, PLATELET-TYPE, 8 
PABPN1	OCULOPHARYNGEAL MUSCULAR DYSTROPHY 
PACRG	LEPROSY,SUSCEPTIBILITYTO,2
PADI4	RHEUMATOID ARTHRITIS 
PAFAH1B1	CHROMOSOME 17p13.3 DUPLICATION SYNDROME 
PAFAH1B1	LISSENCEPHALY 1 
PAFAH1B1	MILLER-DIEKER LISSENCEPHALY SYNDROME 
PAH	PHENYLKETONURIA 
PAK3	MENTAL RETARDATION, X-LINKED 30 
PALB2	BREAST CANCER 
PALB2	FANCONI ANEMIA, COMPLEMENTATION GROUP A 
PALB2	FANCONI ANEMIA, COMPLEMENTATION GROUP N 
PALB2	PANCREATIC CANCER, SUSCEPTIBILITY TO, 3 
PALLD	PANCREATIC CANCER 
PALLD	PANCREATIC CANCER, SUSCEPTIBILITY TO, 1 
PANK2	HYPOPREBETALIPOPROTEINEMIA, ACANTHOCYTOSIS, RETINITIS PIGMENTOSA, 
PANK2	NEURODEGENERATION WITH BRAIN IRON ACCUMULATION 1 
PAPSS2	SPONDYLOEPIMETAPHYSEAL DYSPLASIA, PAKISTANI TYPE 
PARK2	BREAST-OVARIAN CANCER, FAMILIAL, SUSCEPTIBILITY TO, 1 
PARK2	LEPROSY,SUSCEPTIBILITYTO,2
PARK2	LUNG CANCER 
PARK2	OVARIAN CANCER 
PARK2	PARKINSON DISEASE 2, AUTOSOMAL RECESSIVE JUVENILE 
PARK2	PARKINSON DISEASE, LATE-ONSET 
PARK7	AMYOTROPHIC LATERAL SCLEROSIS-PARKINSONISM/DEMENTIA COMPLEX 1 
PARK7	PARKINSON DISEASE 7, AUTOSOMAL RECESSIVE EARLY-ONSET 
PARK7	PARKINSON DISEASE, LATE-ONSET 
PAX2	PAPILLORENAL SYNDROME 
PAX3	CRANIOFACIAL-DEAFNESS-HAND SYNDROME 
PAX3	RHABDOMYOSARCOMA 2 
PAX3	WAARDENBURG SYNDROME, TYPE 1 
PAX3	WAARDENBURG SYNDROME, TYPE 3 
PAX4	DIABETES MELLITUS, KETOSIS-PRONE 
PAX4	DIABETES MELLITUS, NONINSULIN-DEPENDENT 
PAX4	DIABETESMELLITUS,INSULIN-DEPENDENT
PAX4	MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 9 
PAX6	ANIRIDIA 
PAX6	ANIRIDIA, CEREBELLAR ATAXIA, AND MENTAL RETARDATION 
PAX6	CATARACT, AUTOSOMAL DOMINANT 
PAX6	COLOBOMA OF OPTIC NERVE 
PAX6	COLOBOMA, OCULAR 
PAX6	FOVEAL HYPOPLASIA AND PRESENILE CATARACT SYNDROME 
PAX6	KERATITIS, HEREDITARY 
PAX6	OPTIC NERVE HYPOPLASIA, BILATERAL 
PAX6	PETERS ANOMALY 
PAX7	RHABDOMYOSARCOMA 2 
PAX8	HYPOTHYROIDISM, CONGENITAL, NONGOITROUS, 2 
PAX9	TOOTH AGENESIS, SELECTIVE, 1 
PAX9	TOOTH AGENESIS, SELECTIVE, 3 
PAXIP1	ALZHEIMER DISEASE 
PBRM1	RENAL CELL CARCINOMA, NONPAPILLARY 
PC	PYRUVATE CARBOXYLASE DEFICIENCY 
PCBD1	HYPERPHENYLALANINEMIA, BH4-DEFICIENT, D 
PCCA	PROPIONIC ACIDEMIA 
PCCB	PROPIONIC ACIDEMIA 
PCDH15	DEAFNESS, AUTOSOMAL RECESSIVE 23 
PCDH15	USHER SYNDROME, TYPE I 
PCDH15	USHER SYNDROME, TYPE ID 
PCDH15	USHER SYNDROME, TYPE IF 
PCDH19	EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 9 
PCK2	PHOSPHOENOLPYRUVATECARBOXYKINASEDEFICIENCY,MITOCHONDRIAL
PCM1	THYROID CARCINOMA, PAPILLARY 
PCNT	MICROCEPHALIC OSTEODYSPLASTIC PRIMORDIAL DWARFISM, TYPE II 
PCSK1	BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 12 
PCSK1	PROPROTEIN CONVERTASE 1/3 DEFICIENCY 
PCSK9	HYPERCHOLESTEROLEMIA, AUTOSOMAL DOMINANT, 3 
PCSK9	HYPOBETALIPOPROTEINEMIA, FAMILIAL, 2 
PDCD1	AUTOIMMUNE DISEASE 
PDCD1	MULTIPLE SCLEROSIS, SUSCEPTIBILITY TO 
PDCD1	SYSTEMIC LUPUS ERYTHEMATOSUS 
PDCD1	SYSTEMIC LUPUS ERYTHEMATOSUS, SUSCEPTIBILITY TO, 2 
PDCD10	CEREBRAL CAVERNOUS MALFORMATIONS 3 
PDE11A	PIGMENTED NODULAR ADRENOCORTICAL DISEASE, PRIMARY, 2 
PDE4D	STROKE,SUSCEPTIBILITYTO,1
PDE6A	RETINITIS PIGMENTOSA 43 
PDE6B	NIGHT BLINDNESS, CONGENITAL STATIONARY, AUTOSOMAL DOMINANT 2 
PDE6B	RETINITIS PIGMENTOSA 40 
PDE6C	CONE DYSTROPHY 4 
PDE6G	RETINITIS PIGMENTOSA 57 
PDE6H	RETINAL CONE DYSTROPHY 3A 
PDE8B	PIGMENTED NODULAR ADRENOCORTICAL DISEASE, PRIMARY, 3 
PDE8B	STRIATAL DEGENERATION, AUTOSOMAL DOMINANT 
PDGFB	DERMATOFIBROSARCOMA PROTUBERANS 
PDGFB	MENINGIOMA, FAMILIAL 
PDGFRA	GASTROINTESTINAL STROMAL TUMOR 
PDGFRA	HYPEREOSINOPHILIC SYNDROME, IDIOPATHIC 
PDGFRB	HYPEREOSINOPHILIC SYNDROME, IDIOPATHIC 
PDGFRB	MYELOPROLIFERATIVE DISORDER, CHRONIC, WITH EOSINOPHILIA 
PDGFRL	COLORECTAL CANCER 
PDGFRL	HEPATOCELLULAR CARCINOMA 
PDHA1	LEIGH SYNDROME, X-LINKED 
PDHA1	PYRUVATE DEHYDROGENASE E1-ALPHA DEFICIENCY 
PDHB	PYRUVATE DEHYDROGENASE E1-ALPHA DEFICIENCY 
PDHB	PYRUVATE DEHYDROGENASE E1-BETA DEFICIENCY 
PDHX	PYRUVATE DEHYDROGENASE E3-BINDING PROTEIN DEFICIENCY 
PDLIM4	OSTEOPOROSIS 
PDP1	PYRUVATE DEHYDROGENASE PHOSPHATASE DEFICIENCY 
PDSS1	COENZYME Q10 DEFICIENCY 
PDSS2	COENZYME Q10 DEFICIENCY 
PDX1	DIABETES MELLITUS, NONINSULIN-DEPENDENT 
PDX1	DIABETES MELLITUS, PERMANENT NEONATAL 
PDX1	MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 4 
PDX1	PANCREATIC AGENESIS, CONGENITAL 
PDYN	SPINOCEREBELLAR ATAXIA 23 
PDZD7	USHER SYNDROME, TYPE IIA 
PDZD7	USHER SYNDROME, TYPE IIC 
PEPD	PROLIDASE DEFICIENCY 
PER2	ADVANCED SLEEP-PHASE SYNDROME, FAMILIAL 
PEX1	ADRENOLEUKODYSTROPHY, AUTOSOMAL NEONATAL FORM 
PEX1	PEROXISOME BIOGENESIS DISORDERS 
PEX1	REFSUM DISEASE, INFANTILE 
PEX1	ZELLWEGER SYNDROME 
PEX10	ADRENOLEUKODYSTROPHY, AUTOSOMAL NEONATAL FORM 
PEX10	PEROXISOME BIOGENESIS DISORDERS 
PEX10	REFSUM DISEASE, INFANTILE 
PEX10	ZELLWEGER SYNDROME 
PEX12	ADRENOLEUKODYSTROPHY, AUTOSOMAL NEONATAL FORM 
PEX12	PEROXISOME BIOGENESIS DISORDERS 
PEX12	REFSUM DISEASE, INFANTILE 
PEX12	ZELLWEGER SYNDROME 
PEX13	ADRENOLEUKODYSTROPHY, AUTOSOMAL NEONATAL FORM 
PEX13	REFSUM DISEASE, INFANTILE 
PEX13	ZELLWEGER SYNDROME 
PEX14	ADRENOLEUKODYSTROPHY, AUTOSOMAL NEONATAL FORM 
PEX14	REFSUM DISEASE, INFANTILE 
PEX14	ZELLWEGER SYNDROME 
PEX16	ADRENOLEUKODYSTROPHY, AUTOSOMAL NEONATAL FORM 
PEX16	PEROXISOME BIOGENESIS DISORDERS 
PEX16	REFSUM DISEASE, INFANTILE 
PEX16	ZELLWEGER SYNDROME 
PEX19	ADRENOLEUKODYSTROPHY, AUTOSOMAL NEONATAL FORM 
PEX19	PEROXISOME BIOGENESIS DISORDERS 
PEX19	REFSUM DISEASE, INFANTILE 
PEX19	ZELLWEGER SYNDROME 
PEX2	ADRENOLEUKODYSTROPHY, AUTOSOMAL NEONATAL FORM 
PEX2	PEROXISOME BIOGENESIS DISORDERS 
PEX2	REFSUM DISEASE, INFANTILE 
PEX2	ZELLWEGER SYNDROME 
PEX26	ADRENOLEUKODYSTROPHY, AUTOSOMAL NEONATAL FORM 
PEX26	PEROXISOME BIOGENESIS DISORDERS 
PEX26	REFSUM DISEASE, INFANTILE 
PEX26	ZELLWEGER SYNDROME 
PEX3	ADRENOLEUKODYSTROPHY, AUTOSOMAL NEONATAL FORM 
PEX3	PEROXISOME BIOGENESIS DISORDERS 
PEX3	REFSUM DISEASE, INFANTILE 
PEX3	ZELLWEGER SYNDROME 
PEX5	ADRENOLEUKODYSTROPHY, AUTOSOMAL NEONATAL FORM 
PEX5	REFSUM DISEASE, INFANTILE 
PEX5	ZELLWEGER SYNDROME 
PEX6	ADRENOLEUKODYSTROPHY, AUTOSOMAL NEONATAL FORM 
PEX6	PEROXISOME BIOGENESIS DISORDERS 
PEX6	REFSUM DISEASE, INFANTILE 
PEX6	ZELLWEGER SYNDROME 
PEX7	PEROXISOME BIOGENESIS DISORDERS 
PEX7	REFSUM DISEASE, ADULT 
PEX7	RHIZOMELIC CHONDRODYSPLASIA PUNCTATA, TYPE 1 
PFKM	GLYCOGEN STORAGE DISEASE VII 
PGAM2	GLYCOGEN STORAGE DISEASE X 
PGK1	PHOSPHOGLYCERATE KINASE 1 DEFICIENCY 
PGM1	GLYCOGEN STORAGE DISEASE XIV 
PHB	BREAST CANCER 
PHEX	HYPOPHOSPHATEMIC RICKETS, X-LINKED DOMINANT 
PHF11	ASTHMA, SUSCEPTIBILITY TO 
PHF11	IgE RESPONSIVENESS, ATOPIC 
PHF6	BORJESON-FORSSMAN-LEHMANN SYNDROME 
PHF8	SIDERIUS X-LINKED MENTAL RETARDATION SYNDROME 
PHGDH	PHOSPHOGLYCERATE DEHYDROGENASE DEFICIENCY 
PHKA1	GLYCOGEN STORAGE DISEASE, TYPE IXd 
PHKA2	GLYCOGEN STORAGE DISEASE IXa1 
PHKB	GLYCOGEN STORAGE DISEASE IXb 
PHKG2	GLYCOGEN STORAGE DISEASE IXc 
PHOX2A	FIBROSIS OF EXTRAOCULAR MUSCLES, CONGENITAL, 2 
PHOX2B	CENTRAL HYPOVENTILATION SYNDROME, CONGENITAL 
PHOX2B	HIRSCHSPRUNG DISEASE, SUSCEPTIBILITY TO, 1 
PHOX2B	NEUROBLASTOMA, SUSCEPTIBILITY TO 
PHOX2B	NEUROBLASTOMA, SUSCEPTIBILITY TO, 2 
PHYH	REFSUM DISEASE, ADULT 
PICALM	LEUKEMIA, ACUTE MYELOID 
PIGA	PAROXYSMAL NOCTURNAL HEMOGLOBINURIA 
PIGM	GLYCOSYLPHOSPHATIDYLINOSITOL DEFICIENCY 
PIGN	MULTIPLE CONGENITAL ANOMALIES-HYPOTONIA-SEIZURES SYNDROME 
PIGR	IgANEPHROPATHY,SUSCEPTIBILITYTO,1
PIGV	HYPERPHOSPHATASIA WITH MENTAL RETARDATION 
PIK3CA	BREAST CANCER 
PIK3CA	BREAST-OVARIAN CANCER, FAMILIAL, SUSCEPTIBILITY TO, 1 
PIK3CA	COLORECTAL CANCER 
PIK3CA	GASTRIC CANCER, HEREDITARY DIFFUSE 
PIK3CA	HEPATOCELLULAR CARCINOMA 
PIK3CA	KERATOSIS, SEBORRHEIC 
